chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NES_E_S_1	NES_E_S_2	NES_E_S_3	NES_E_S_4
chr14	 81664211	 81664231	chr14-14048	    2.20	-			TE|unannotated	TE	TE	2	1.441387e-05	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	4	0	0	4.141644e-06	1.770604e-06
chr14	 83179125	 83179145	chr14-9912	    3.08	+			TE|unannotated	TE	TE	2	1.059264e-05	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	2	6	0	0	2.070822e-06	1.770604e-06
chr14	 84734778	 84734798	chr14-11650	    2.64	+				UnAn	UnAn	0	1.064911e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	4	0	0	4.141644e-06	3.541208e-06
chr14	 85271966	 85271986	chr14-4428	    6.17	+			unannotated	UnAn	UnAn	1	3.055544e-05	1	1	1	0	1	1	0	0	0	0	1	2	1	2	1	0	12	0	0	2.070822e-06	1.770604e-06
chr14	 85612059	 85612079	chr14-5363	    5.73	+	ENSG00000185070	FLRT2	intron|Other	Other	Other	2	3.647584e-05	0	0	0	0	1	1	0	0	0	1	0	0	0	2	0	3	8	0	0	4.141644e-06	1.770604e-06
chr14	 87757641	 87757661	chr14-8192	    3.97	+			unannotated	UnAn	UnAn	1	8.177721e-06	0	0	0	0	1	1	0	0	0	2	0	0	0	2	0	0	6	0	0	2.070822e-06	1.770604e-06
chr14	 89162205	 89162225	chr14-138	   56.00	-	ENSG00000053254	FOXN3	3'UTR|intron	3'UTR	3'UTR	2	0.0002516277	3	3	3	3	1	2	1	0	2	4	1	0	0	2	3	3	31	0	1.312112e-05	0	1.770604e-06
chr14	 89528395	 89528415	chr14-907	   18.50	-	ENSG00000053254	FOXN3	intron|TE|lncRNA	lncRNA	ncRNA	3	0.0001769963	2	1	1	1	1	1	0	0	0	3	1	0	0	2	2	4	19	0	0	4.141644e-06	1.770604e-06
chr14	 89875066	 89875086	chr14-5754	    4.85	-	ENSG00000140025	EFCAB11	intron|lncRNA	lncRNA	ncRNA	2	2.655088e-05	1	1	0	1	1	0	1	1	0	0	1	1	1	2	0	0	11	0	0	2.070822e-06	1.770604e-06
chr14	 94139364	 94139384	chr14-8270	    3.53	+				UnAn	UnAn	0	1.533581e-05	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	2	7	0	0	2.070822e-06	1.770604e-06
chr14	 94378501	 94378521	chr14-622	   30.00	-	ENSG00000197249	SERPINA1	3'UTR|CDS	3'UTR	3'UTR	2	7.520851e-05	2	2	3	3	1	1	0	0	1	3	0	0	0	2	1	2	21	0	0	2.070822e-06	3.541208e-06
chr14	 94378545	 94378565	chr14-831	   21.60	-	ENSG00000197249	SERPINA1	3'UTR|CDS	3'UTR	3'UTR	2	6.614199e-05	1	2	3	3	2	1	0	1	1	2	0	1	0	2	0	0	19	0	1.312112e-05	2.070822e-06	0
chr14	 96384718	 96384738	chr14-2028	   17.20	+	ENSG00000100744	GSKIP	intron|snRNA	snRNA	ncRNA	2	6.346662e-05	1	2	1	0	1	2	1	0	1	2	2	2	0	2	1	1	19	0	0	2.070822e-06	1.770604e-06
chr14	 97630922	 97630942	chr14-4317	    7.05	-				UnAn	UnAn	0	0.0001024676	0	0	0	1	1	1	0	0	0	0	0	1	0	2	1	3	10	0	0	2.070822e-06	1.770604e-06
chr14	100750012	100750032	chr14-5725	    4.85	+			TE|unannotated	TE	TE	2	1.737293e-05	0	0	0	0	1	1	0	0	0	1	2	0	0	2	0	2	9	0	0	6.212466e-06	1.770604e-06
chr14	103519694	103519714	chr14-6	  734.70	-	ENSG00000166165	CKB	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001726318	3	3	3	3	2	2	1	1	2	4	2	2	1	4	3	4	40	5.228075e-05	1.312112e-05	6.212466e-06	1.770604e-06
chr14	103759328	103759348	chr14-17054	    2.20	-	ENSG00000088808	PPP1R13B	downstream 10K|intron|TE	TE	TE	3	1.462088e-05	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr14	105110764	105110784	chr14-13736	    2.20	-	ENSG00000280244			UnAn	UnAn	0	8.351826e-05	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr14	105978462	105978482	chr14-104	  138.80	-				UnAn	UnAn	0	0.0003640281	3	3	3	3	2	2	2	2	1	4	4	2	1	2	2	3	39	0	0	4.141644e-06	5.311812e-06
chr14	106636695	106636715	chr14-197	  175.00	+	ENSG00000199480	RNA5SP389		UnAn	UnAn	0	0.0008038433	3	3	3	3	2	2	2	2	2	5	3	3	4	2	2	3	44	0	0	4.762891e-05	3.895329e-05
chr15	 20214392	 20214412	chr15-9137	    2.64	+			TE|unannotated	TE	TE	2	8.383516e-05	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	3	6	0	0	2.070822e-06	1.770604e-06
chr15	 20558431	 20558451	chr15-5990	    3.53	-				UnAn	UnAn	0	9.435061e-06	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	5	0	0	2.070822e-06	1.770604e-06
chr15	 21495313	 21495333	chr15-669	   19.00	+			Other|unannotated	Other	Other	2	8.084033e-05	1	0	0	0	1	1	0	1	0	1	1	2	0	2	1	3	14	0	0	4.141644e-06	5.311812e-06
chr15	 24138756	 24138776	chr15-9827	    2.64	+	ENSG00000259905	PWRN1	intron|TE|lncRNA	lncRNA	ncRNA	3	1.085063e-05	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	1	6	0	0	2.070822e-06	1.770604e-06
chr15	 24630267	 24630287	chr15-10771	    2.20	+	ENSG00000259905	PWRN1	intron|TE|lncRNA	lncRNA	ncRNA	3	8.780045e-06	0	0	0	0	1	0	0	0	0	0	0	1	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr15	 24958496	 24958516	chr15-9881	    2.64	-			unannotated	UnAn	UnAn	1	8.090923e-06	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr15	 25685829	 25685849	chr15-8720	    2.64	+			TE|unannotated	TE	TE	2	9.854573e-06	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	5	0	0	4.141644e-06	1.770604e-06
chr15	 29523569	 29523589	chr15-14187	    2.20	-	ENSG00000104059	ENTREP2	intron	intron	intron	1	6.957485e-06	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr15	 30069799	 30069819	chr15-2794	    7.49	+			Other|unannotated	Other	Other	2	3.102787e-05	0	1	0	1	1	1	0	0	0	1	1	1	0	2	1	1	11	0	0	2.070822e-06	1.770604e-06
chr15	 30254474	 30254494	chr15-268	   20.30	-	ENSG00000206972	RNU6-17P	snRNA	snRNA	ncRNA	1	0.0001142019	2	3	3	0	1	2	0	1	2	3	2	2	1	2	0	0	24	0	0	1.242493e-05	5.311812e-06
chr15	 32284166	 32284186	chr15-457	   21.60	+	ENSG00000207257	RNU6-18P	snRNA	snRNA	ncRNA	1	9.078887e-05	3	1	0	1	2	2	0	0	0	3	2	2	1	2	1	2	22	0	0	1.86374e-05	7.082416e-06
chr15	 34462432	 34462452	chr15-660	  107.50	+			TE|unannotated	TE	TE	2	0.0005281538	0	0	0	0	2	2	1	1	2	4	3	4	2	4	3	2	30	2.614037e-05	0.000104969	2.070822e-06	3.541208e-06
chr15	 34641644	 34641664	chr15-9596	    2.20	-			TE	TE	TE	1	1.220832e-05	0	0	0	0	0	1	0	0	0	0	0	2	0	2	1	0	6	0	0	2.070822e-06	1.770604e-06
chr15	 34980840	 34980860	chr15-4	  200.10	-	ENSG00000198146	ZNF770	3'UTR	3'UTR	3'UTR	1	0.0005709419	3	3	3	3	2	2	1	0	2	4	1	0	0	2	2	4	32	0	1.312112e-05	0	5.311812e-06
chr15	 35284802	 35284822	chr15-11828	    2.20	-	ENSG00000134146	DPH6	intron|TE	TE	TE	2	8.184902e-06	0	0	0	0	1	0	0	0	0	0	1	0	0	2	0	0	4	0	0	4.141644e-06	1.770604e-06
chr15	 36662866	 36662886	chr15-5623	    3.08	+	ENSG00000186073	CDIN1	downstream 10K|intron	intron	intron	2	8.337273e-06	0	1	1	2	0	1	0	0	0	0	0	0	0	2	0	0	7	0	0	2.070822e-06	1.770604e-06
chr15	 39153458	 39153478	chr15-12176	    2.64	-	ENSG00000259345		intron|TE|lncRNA	lncRNA	ncRNA	3	8.445432e-06	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	3	0	0	4.141644e-06	3.541208e-06
chr15	 39887596	 39887616	chr15-5660	    4.85	+			Other|unannotated	Other	Other	2	1.382459e-05	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	2	6	0	0	4.141644e-06	1.770604e-06
chr15	 41280508	 41280528	chr15-11251	    2.64	-			TE|unannotated	TE	TE	2	7.593789e-06	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	3	0	0	4.141644e-06	1.770604e-06
chr15	 41482549	 41482569	chr15-12	  230.90	+	ENSG00000137815	RTF1	3'UTR	3'UTR	3'UTR	1	0.0007335601	3	3	3	3	2	2	1	1	2	4	3	2	1	3	3	5	41	2.614037e-05	1.312112e-05	4.141644e-06	0
chr15	 41576655	 41576675	chr15-221	   33.50	-			TE|unannotated	TE	TE	2	0.0006756209	0	0	2	2	1	1	0	0	0	2	2	2	0	2	4	3	21	0	0	4.141644e-06	3.541208e-06
chr15	 43418179	 43418199	chr15-2956	    9.70	+			downstream 10K|TE	TE	TE	2	0.0001153695	0	0	0	0	1	1	0	1	0	0	0	1	0	2	1	3	10	0	0	4.141644e-06	3.541208e-06
chr15	 43602571	 43602591	chr15-7432	    9.25	+	ENSG00000222398	RNU6-554P	downstream 10K|intron|snRNA	snRNA	ncRNA	3	4.90375e-05	0	0	0	0	1	1	0	1	0	0	0	0	2	2	1	0	8	0	0	2.070822e-06	5.311812e-06
chr15	 43637690	 43637710	chr15-4327	    8.81	-	ENSG00000166762	CATSPER2	intron|snRNA|CDS_Retained_intron	snRNA	ncRNA	3	2.792198e-05	1	0	0	0	2	1	1	0	0	1	1	2	0	2	0	0	11	0	0	2.070822e-06	1.770604e-06
chr15	 43702392	 43702412	chr15-3375	   15.40	+	ENSG00000201136	RNU6-353P	downstream 10K|snRNA	snRNA	ncRNA	2	5.32995e-05	0	0	0	0	1	1	0	1	0	0	1	0	2	2	1	0	9	0	0	2.070822e-06	7.082416e-06
chr15	 43988493	 43988513	chr15-619	   26.00	-	ENSG00000171877	FRMD5	intron	intron	intron	1	0.0001963401	2	3	3	3	2	2	1	2	1	2	0	0	1	2	0	5	29	2.614037e-05	1.312112e-05	0	0
chr15	 43988572	 43988592	chr15-29	  237.10	-	ENSG00000171877	FRMD5	intron	intron	intron	1	0.001020331	2	3	3	3	2	2	1	1	2	3	1	1	2	3	2	3	34	0.0001045615	6.560561e-05	0	3.541208e-06
chr15	 43988812	 43988832	chr15-369	  177.20	-	ENSG00000171877	FRMD5	intron	intron	intron	1	0.0008625775	3	3	3	3	2	2	1	2	3	4	2	2	2	4	3	4	43	5.228075e-05	7.872673e-05	8.283288e-06	5.311812e-06
chr15	 43989005	 43989025	chr15-19	  256.10	-	ENSG00000171877	FRMD5	intron	intron	intron	1	0.001282011	3	3	3	3	2	2	1	1	2	4	4	3	2	3	4	5	45	0	1.312112e-05	2.070822e-06	3.541208e-06
chr15	 44038525	 44038545	chr15-8195	    3.08	-	ENSG00000171877	FRMD5	intron	intron	intron	1	1.124775e-05	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	2	7	0	0	2.070822e-06	1.770604e-06
chr15	 44985621	 44985641	chr15-8661	    2.64	-			unannotated	UnAn	UnAn	1	1.16454e-05	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	4	0	0	4.141644e-06	3.541208e-06
chr15	 45354835	 45354855	chr15-642	   15.40	-	ENSG00000238941	RNU6-953P	downstream 10K|snRNA	snRNA	ncRNA	2	2.699848e-05	1	3	0	1	2	2	1	0	0	0	0	1	0	2	1	0	14	0	0	2.070822e-06	3.541208e-06
chr15	 46058959	 46058979	chr15-4810	    3.97	-			unannotated	UnAn	UnAn	1	2.310417e-05	0	0	1	0	1	0	0	0	0	2	0	0	0	2	1	2	9	0	0	2.070822e-06	1.770604e-06
chr15	 47720263	 47720283	chr15-7532	    3.08	-				UnAn	UnAn	0	1.107704e-05	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	1	6	0	0	4.141644e-06	1.770604e-06
chr15	 51910811	 51910831	chr15-163	   41.40	+	ENSG00000138594	TMOD3	3'UTR|intron	3'UTR	3'UTR	2	0.000229685	3	3	3	3	2	2	2	0	1	4	0	0	1	2	0	3	29	2.614037e-05	1.312112e-05	0	0
chr15	 52549338	 52549358	chr15-93	   63.00	-	ENSG00000128989	ARPP19	3'UTR	3'UTR	3'UTR	1	0.0002066722	3	3	3	3	2	1	1	0	2	3	0	0	0	3	1	2	27	2.614037e-05	1.312112e-05	0	7.082416e-06
chr15	 52751858	 52751878	chr15-2	  565.40	-			downstream 10K	DS10K	DS10K	1	0.002070175	3	3	3	3	2	2	1	1	2	4	2	1	0	2	4	6	39	0	1.312112e-05	0	3.541208e-06
chr15	 52754160	 52754180	chr15-232	   38.80	-			downstream 10K	DS10K	DS10K	1	0.0002233336	1	3	3	3	1	2	1	1	1	3	1	1	0	2	2	2	27	0	1.312112e-05	0	1.770604e-06
chr15	 52755420	 52755440	chr15-17	  178.50	-	ENSG00000169856	ONECUT1	3'UTR	3'UTR	3'UTR	1	0.0005586054	3	3	3	3	2	2	1	1	1	3	2	1	0	3	3	4	35	2.614037e-05	1.312112e-05	0	1.770604e-06
chr15	 52936911	 52936931	chr15-56	   73.60	-				UnAn	UnAn	0	0.0002498984	1	3	3	3	2	2	1	1	1	2	3	2	0	2	2	4	32	0	0	2.070822e-06	3.541208e-06
chr15	 54728748	 54728768	chr15-7439	    5.73	+			unannotated	UnAn	UnAn	1	3.342447e-05	0	0	0	0	0	1	0	0	0	1	0	0	0	2	1	1	6	0	0	1.242493e-05	5.311812e-06
chr15	 57021759	 57021779	chr15-76	   78.00	+	ENSG00000140262	TCF12	intron	intron	intron	1	0.0002392626	3	3	3	3	2	2	1	1	2	3	1	2	0	2	1	1	30	2.614037e-05	1.312112e-05	0	0
chr15	 57762829	 57762849	chr15-12528	    2.20	+	ENSG00000255529	POLR2M	intron|TE	TE	TE	2	1.076703e-05	0	0	0	0	1	1	0	0	0	0	0	0	0	2	1	0	5	0	0	2.070822e-06	1.770604e-06
chr15	 58596061	 58596081	chr15-14	  146.80	-	ENSG00000137845	ADAM10	3'UTR	3'UTR	3'UTR	1	0.0008927362	3	3	3	3	2	2	1	1	1	4	3	3	2	3	2	5	41	5.228075e-05	1.312112e-05	0	5.311812e-06
chr15	 59269494	 59269514	chr15-1133	   11.00	-	ENSG00000157483	MYO1E	intron|lncRNA	lncRNA	ncRNA	2	5.950781e-05	1	2	2	3	1	1	0	0	0	1	0	0	0	2	0	0	13	2.614037e-05	1.312112e-05	0	0
chr15	 60200166	 60200186	chr15-1020	   38.30	+			TE|unannotated	TE	TE	2	0.000110126	1	3	3	3	2	2	0	1	1	3	0	1	0	2	1	4	27	0	0	4.141644e-06	3.541208e-06
chr15	 60543187	 60543207	chr15-11289	    1.76	-	ENSG00000069667	RORA	intron|CDS_Retained_intron	CDS_RI	intron	2	1.011487e-05	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	2	6	0	0	2.070822e-06	3.541208e-06
chr15	 64369371	 64369391	chr15-9568	    2.20	+			TE|unannotated	TE	TE	2	9.862036e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	4	0	0	2.070822e-06	1.770604e-06
chr15	 64445679	 64445699	chr15-12241	    2.20	+	ENSG00000103671	TRIP4	downstream 10K|intron|TE	TE	TE	3	1.483339e-05	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	4	0	0	4.141644e-06	1.770604e-06
chr15	 64463401	 64463421	chr15-6899	    3.53	+	ENSG00000180357	ZNF609	downstream 10K|intron|TE	TE	TE	3	2.115229e-05	0	0	0	0	1	0	0	0	0	0	1	1	1	2	0	0	6	0	0	4.141644e-06	1.770604e-06
chr15	 65472655	 65472675	chr15-5498	    3.97	+			unannotated	UnAn	UnAn	1	1.040745e-05	2	1	0	1	0	2	0	0	0	1	0	0	0	2	0	0	9	0	0	2.070822e-06	1.770604e-06
chr15	 65475060	 65475080	chr15-3526	    5.29	+			unannotated	UnAn	UnAn	1	4.843505e-05	2	1	0	2	1	0	0	0	0	2	0	0	0	2	0	0	10	2.614037e-05	1.312112e-05	0	0
chr15	 65553089	 65553109	chr15-1918	    8.37	-	ENSG00000207449	RNU6-19P	snRNA	snRNA	ncRNA	1	3.662205e-05	1	0	1	0	2	2	0	0	0	0	1	1	1	2	0	0	11	0	0	4.141644e-06	1.770604e-06
chr15	 66501271	 66501291	chr15-88	  116.30	-	ENSG00000174444	RPL4	intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	3	0.0003789408	3	3	1	1	2	2	0	1	1	3	3	2	1	2	1	2	28	0	0	1.449575e-05	7.082416e-06
chr15	 66502037	 66502057	chr15-63	  157.30	-	ENSG00000174444	RPL4	intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	3	0.0005287857	3	3	3	2	2	2	2	2	2	3	2	3	1	3	0	1	34	0	1.312112e-05	1.656658e-05	5.311812e-06
chr15	 66502821	 66502841	chr15-214	   41.90	-	ENSG00000174444	RPL4	intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	3	0.0001700639	3	3	1	0	2	2	1	2	1	2	2	2	1	3	2	0	27	2.614037e-05	0	6.212466e-06	5.311812e-06
chr15	 66503259	 66503279	chr15-234	   66.50	-	ENSG00000174444	RPL4	intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	3	0.0002270724	3	3	3	0	2	2	2	0	2	3	2	2	1	2	1	0	28	0	0	4.141644e-06	3.541208e-06
chr15	 67839992	 67840012	chr15-101	   44.10	-	ENSG00000206625	RNU6-1	snRNA	snRNA	ncRNA	1	0.0002318181	3	3	3	2	2	1	1	1	1	2	2	2	1	2	0	1	27	0	0	1.86374e-05	7.082416e-06
chr15	 68292420	 68292440	chr15-6	  255.20	+	ENSG00000169018	FEM1B	3'UTR	3'UTR	3'UTR	1	0.0007840183	3	3	3	3	2	2	1	1	2	4	2	1	1	2	2	4	36	2.614037e-05	1.312112e-05	0	0
chr15	 68292651	 68292671	chr15-95	   60.40	+	ENSG00000169018	FEM1B	3'UTR	3'UTR	3'UTR	1	0.0001542508	3	3	3	3	2	2	1	1	0	2	1	1	0	2	1	2	27	0	1.312112e-05	6.212466e-06	0
chr15	 69271686	 69271706	chr15-3808	    4.41	+	ENSG00000138604	GLCE	3'UTR	3'UTR	3'UTR	1	5.622044e-05	0	2	2	1	1	1	0	1	0	1	1	0	0	2	0	0	12	2.614037e-05	1.312112e-05	0	0
chr15	 70048984	 70049004	chr15-8	  180.30	-	ENSG00000140332	TLE3	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0004940961	3	3	3	3	2	2	0	1	1	3	0	0	0	3	3	3	30	0	1.312112e-05	1.656658e-05	1.770604e-06
chr15	 73542943	 73542963	chr15-10578	    3.08	-			unannotated	UnAn	UnAn	1	1.067581e-05	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr15	 73560151	 73560171	chr15-50	   86.80	-	ENSG00000156642	NPTN	3'UTR	3'UTR	3'UTR	1	0.0002790791	3	3	3	3	2	2	1	1	2	3	1	0	1	4	1	3	33	2.614037e-05	1.312112e-05	2.070822e-06	5.311812e-06
chr15	 73560791	 73560811	chr15-74	   67.40	-	ENSG00000156642	NPTN	3'UTR	3'UTR	3'UTR	1	0.0002500313	3	3	3	3	2	2	1	1	2	4	1	1	1	2	3	2	34	2.614037e-05	0	0	1.062362e-05
chr15	 74596811	 74596831	chr15-3	  367.60	+	ENSG00000179361	ARID3B	3'UTR	3'UTR	3'UTR	1	0.00140143	3	3	3	3	2	2	1	2	2	4	3	3	2	2	4	6	45	0	5.248448e-05	0	1.770604e-06
chr15	 74802851	 74802871	chr15-18	  219.50	+	ENSG00000103653	CSK	3'UTR	3'UTR	3'UTR	1	0.0005241115	3	3	3	3	2	2	1	2	1	4	2	1	0	3	2	3	35	0	1.312112e-05	2.070822e-06	5.311812e-06
chr15	 76464007	 76464027	chr15-9079	    2.64	-	ENSG00000140386	SCAPER	downstream 10K|intron|TE|CDS_Retained_intron	TE	TE	4	1.576686e-05	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	5	0	0	2.070822e-06	3.541208e-06
chr15	 76524699	 76524719	chr15-9152	    2.64	-	ENSG00000140386	SCAPER	intron|CDS_Retained_intron	CDS_RI	intron	2	1.092836e-05	0	0	0	0	0	1	0	0	0	0	1	1	0	2	0	1	6	0	0	2.070822e-06	1.770604e-06
chr15	 76877215	 76877235	chr15-13644	    2.20	+			TE|TE|unannotated	TE	TE	3	1.420293e-05	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	1	5	0	0	2.070822e-06	1.770604e-06
chr15	 77618571	 77618591	chr15-2370	    8.37	-	ENSG00000169783	LINGO1	intron	intron	intron	1	0.0001973126	0	0	0	0	1	1	0	0	1	0	1	1	1	2	0	2	10	0	0	2.070822e-06	7.082416e-06
chr15	 78500519	 78500539	chr15-2961	    5.29	+	ENSG00000136381	IREB2	3'UTR|Other	3'UTR	3'UTR	2	2.496342e-05	0	1	2	1	1	0	0	0	0	2	1	1	0	2	0	1	12	0	0	2.070822e-06	3.541208e-06
chr15	 78500878	 78500898	chr15-346	   33.10	+	ENSG00000136381	IREB2	3'UTR	3'UTR	3'UTR	1	0.0001169055	2	2	3	3	1	2	0	1	1	3	0	1	0	3	0	1	23	2.614037e-05	1.312112e-05	0	1.770604e-06
chr15	 78897257	 78897277	chr15-1	 1018.90	+	ENSG00000185787	MORF4L1	3'UTR	3'UTR	3'UTR	1	0.002800607	3	3	3	3	2	2	2	2	2	4	3	3	1	4	3	6	46	0.0001307019	7.872673e-05	2.070822e-06	5.311812e-06
chr15	 79114926	 79114946	chr15-13893	    2.20	-				UnAn	UnAn	0	8.418383e-06	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	4	0	0	2.070822e-06	1.770604e-06
chr15	 79137588	 79137608	chr15-13894	    2.20	-	ENSG00000259234	ANKRD34C-AS1	intron|TE|lncRNA	lncRNA	ncRNA	3	8.2665e-06	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	0	4	0	0	2.070822e-06	3.541208e-06
chr15	 80069642	 80069662	chr15-2523	    6.61	+	ENSG00000086666	ZFAND6	intron|Other	Other	Other	2	2.884969e-05	2	2	1	2	1	1	0	0	0	2	0	0	0	2	1	0	14	0	1.312112e-05	2.070822e-06	0
chr15	 80107292	 80107312	chr15-137	   52.40	+	ENSG00000086666	ZFAND6	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0001334629	3	3	3	3	2	1	1	1	2	3	0	1	0	2	1	0	26	0	1.312112e-05	0	1.770604e-06
chr15	 80693579	 80693599	chr15-1153	   13.20	+	ENSG00000136379	ABHD17C	intron|Other	Other	Other	2	0.0001260844	0	0	1	1	1	1	0	0	0	2	2	1	0	2	1	3	15	0	0	2.070822e-06	1.770604e-06
chr15	 82691588	 82691608	chr15-45	   83.70	-	ENSG00000103723	AP3B2	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0002663635	2	3	3	3	1	1	0	1	0	3	2	1	0	2	2	4	28	0	0	6.212466e-06	3.541208e-06
chr15	 82691675	 82691695	chr15-107	  111.10	-	ENSG00000103723	AP3B2	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0002796267	2	3	3	3	2	2	1	1	1	4	1	0	1	2	2	2	30	0	2.624224e-05	0	3.541208e-06
chr15	 84669720	 84669740	chr15-320	   22.90	-	ENSG00000140612	SEC11A	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	6.924816e-05	3	3	3	3	1	1	1	0	0	2	0	0	0	2	0	1	20	0	1.312112e-05	0	1.770604e-06
chr15	 85563335	 85563355	chr15-6811	    3.08	-			unannotated	UnAn	UnAn	1	1.016151e-05	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr15	 86534119	 86534139	chr15-14208	    2.20	+	ENSG00000273540	AGBL1	intron|TE	TE	TE	2	6.437076e-06	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr15	 88236520	 88236540	chr15-14172	    2.20	+			TE|unannotated	TE	TE	2	7.783751e-06	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	2	5	0	0	2.070822e-06	1.770604e-06
chr15	 88515539	 88515559	chr15-7061	    3.08	+			TE|unannotated	TE	TE	2	8.740214e-06	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	1	5	0	0	2.070822e-06	1.770604e-06
chr15	 88955994	 88956014	chr15-7164	    3.08	-			unannotated	UnAn	UnAn	1	8.977364e-06	0	0	0	1	1	0	0	0	0	0	0	0	0	2	0	1	5	0	0	2.070822e-06	3.541208e-06
chr15	 89335110	 89335130	chr15-1245	   56.40	+	ENSG00000261441	POLG-DT	tRNA|lncRNA	lncRNA	ncRNA	2	0.0004995644	3	3	3	3	2	2	1	2	1	2	1	2	2	2	4	0	33	0.0001045615	3.936336e-05	0	0
chr15	 90315219	 90315239	chr15-6118	    3.97	+			downstream 10K|TE	TE	TE	2	2.2634e-05	0	0	0	0	1	1	0	0	0	0	0	0	0	2	0	1	5	0	0	2.070822e-06	3.541208e-06
chr15	 91216765	 91216785	chr15-11286	    2.20	-			unannotated	UnAn	UnAn	1	5.883874e-06	1	0	0	1	1	0	0	0	0	0	0	0	0	2	0	0	5	0	0	2.070822e-06	1.770604e-06
chr15	 92228301	 92228321	chr15-7553	    3.08	-	ENSG00000260661		intron|lncRNA	lncRNA	ncRNA	2	1.052877e-05	0	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	5	0	0	2.070822e-06	1.770604e-06
chr15	 92228361	 92228381	chr15-2066	    9.70	-	ENSG00000260661		intron|lncRNA	lncRNA	ncRNA	2	0.0001215813	0	0	0	0	1	1	0	0	0	0	0	1	0	2	0	4	9	0	0	2.070822e-06	3.541208e-06
chr15	 92901606	 92901626	chr15-2607	    6.17	+	ENSG00000173575	CHD2	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	3.801591e-05	0	2	2	3	1	1	0	0	0	1	0	0	0	2	0	0	12	2.614037e-05	0	0	1.770604e-06
chr15	 95745896	 95745916	chr15-2771	    7.05	+	ENSG00000222076	RNU2-3P	intron|lncRNA|snRNA	lncRNA	ncRNA	3	2.900149e-05	2	0	0	0	1	1	0	0	0	1	1	2	0	2	0	0	10	0	0	2.070822e-06	1.770604e-06
chr15	 98314862	 98314882	chr15-12460	    2.64	+			unannotated	UnAn	UnAn	1	1.129606e-05	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	2	6	0	0	2.070822e-06	1.770604e-06
