chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NLS_E_S_1	NLS_E_S_2	NLS_E_S_3	NLS_E_S_4
chr10	 87330150	 87330170	chr10-2205	    8.81	-	ENSG00000223482	NUTM2A-AS1	intron|lncRNA	lncRNA	ncRNA	2	2.065522e-05	2	2	2	2	0	1	0	0	0	1	1	2	0	0	0	0	13	0	0	1.910997e-06	2.903482e-06
chr10	 87869010	 87869030	chr10-3066	    7.49	+	ENSG00000171862	PTEN	intron|CDS_Retained_intron	CDS_RI	intron	2	3.396189e-05	1	1	0	0	2	2	1	1	0	1	0	2	0	0	1	0	12	1.386943e-05	0	1.910997e-06	0
chr10	 87872122	 87872142	chr10-3899	    6.61	+	ENSG00000171862	PTEN	intron|CDS_Retained_intron	CDS_RI	intron	2	3.093999e-05	0	2	1	2	1	2	1	1	0	2	0	2	0	0	0	0	14	1.386943e-05	0	1.910997e-06	0
chr10	 87872444	 87872464	chr10-222	   33.10	+	ENSG00000171862	PTEN	intron|Other|CDS_Retained_intron	Other	Other	3	0.0001010145	3	3	3	3	2	2	1	2	1	3	1	2	0	0	0	1	27	0	4.457619e-06	0	2.903482e-06
chr10	 87874459	 87874479	chr10-189	   47.20	+	ENSG00000171862	PTEN	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.000238261	3	3	3	3	2	2	1	1	2	3	3	4	0	1	2	1	34	4.16083e-05	4.457619e-06	3.821994e-06	2.903482e-06
chr10	 87874774	 87874794	chr10-5772	    7.49	+	ENSG00000171862	PTEN	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	2.089839e-05	2	1	0	3	1	2	0	0	1	1	1	2	0	0	1	0	15	0	0	3.821994e-06	2.903482e-06
chr10	 87875049	 87875069	chr10-54	  105.80	+	ENSG00000171862	PTEN	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0002862563	3	3	3	3	2	2	1	1	2	3	1	2	0	0	2	0	28	0	2.674572e-05	0	5.806965e-06
chr10	 87875658	 87875678	chr10-1616	   11.00	+	ENSG00000171862	PTEN	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	9.475661e-05	0	2	1	2	1	1	1	1	1	2	0	2	0	1	0	0	15	4.16083e-05	4.457619e-06	0	0
chr10	 87880294	 87880314	chr10-313	   33.90	+	ENSG00000171862	PTEN	downstream 10K|intron|Other|CDS_Retained_intron	Other	Other	4	0.0001184507	3	3	3	3	2	2	1	1	1	2	2	2	0	2	0	0	27	1.386943e-05	4.457619e-06	0	0
chr10	 87929712	 87929732	chr10-2496	    9.25	+	ENSG00000171862	PTEN	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	4.275189e-05	0	3	1	2	2	1	1	1	1	2	1	2	0	0	0	0	17	1.386943e-05	4.457619e-06	0	0
chr10	 87933338	 87933358	chr10-341	   26.40	+	ENSG00000171862	PTEN	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	6.326383e-05	3	3	1	3	2	1	1	0	0	2	1	2	0	0	0	1	20	0	8.915238e-06	1.910997e-06	0
chr10	 87940628	 87940648	chr10-959	   18.50	+	ENSG00000171862	PTEN	downstream 10K|intron	intron	intron	2	4.401123e-05	3	2	2	3	2	1	0	1	0	2	0	2	0	0	1	0	19	0	4.457619e-06	0	2.903482e-06
chr10	 87954583	 87954603	chr10-11046	    3.53	+	ENSG00000171862	PTEN	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	1.783943e-05	0	0	0	2	1	1	0	0	0	2	1	2	0	0	0	0	9	0	4.457619e-06	1.910997e-06	0
chr10	 87966610	 87966630	chr10-164	   38.80	+	ENSG00000171862	PTEN	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001718817	3	3	3	3	2	2	1	1	1	3	0	2	0	0	1	2	27	0	4.457619e-06	0	2.903482e-06
chr10	 87967062	 87967082	chr10-713	   30.40	+	ENSG00000171862	PTEN	3'UTR	3'UTR	3'UTR	1	0.0001211517	0	3	3	3	2	1	1	1	2	3	0	2	0	0	0	3	24	2.773887e-05	4.457619e-06	0	0
chr10	 87993729	 87993749	chr10-12416	    3.08	-			TE	TE	TE	1	1.906726e-05	0	0	0	0	1	0	0	0	0	0	0	2	0	1	0	3	7	0	0	1.910997e-06	2.903482e-06
chr10	 89214696	 89214716	chr10-66	   95.20	-	ENSG00000107798	LIPA	3'UTR	3'UTR	3'UTR	1	0.0002126787	3	3	3	3	2	2	1	0	2	3	2	2	0	1	0	2	29	0	0	1.910997e-06	2.903482e-06
chr10	 89584936	 89584956	chr10-5736	    5.29	-	ENSG00000152782	PANK1	intron	intron	intron	1	2.228972e-05	1	0	2	3	1	0	0	0	0	2	0	2	0	0	0	0	11	0	8.915238e-06	0	2.903482e-06
chr10	 89774801	 89774821	chr10-756	   17.20	+	ENSG00000138182	KIF20B	3'UTR	3'UTR	3'UTR	1	5.553809e-05	1	3	3	2	1	1	1	0	1	3	0	2	0	0	0	1	19	1.386943e-05	4.457619e-06	0	0
chr10	 89785754	 89785774	chr10-18286	    1.76	+				UnAn	UnAn	0	1.087686e-05	1	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	6	0	4.457619e-06	0	2.903482e-06
chr10	 90912277	 90912297	chr10-11	  222.60	-	ENSG00000148677	ANKRD1	3'UTR	3'UTR	3'UTR	1	0.00124038	3	3	3	3	2	2	1	2	1	5	3	3	2	2	3	6	44	0	8.915238e-06	9.554986e-06	2.903482e-05
chr10	 90912641	 90912661	chr10-603	   26.00	-	ENSG00000148677	ANKRD1	3'UTR	3'UTR	3'UTR	1	0.0001377667	0	3	3	2	2	2	1	1	1	2	0	2	0	1	0	3	23	0	8.915238e-06	1.910997e-06	0
chr10	 91247424	 91247444	chr10-6793	    4.41	+	ENSG00000180628	PCGF5	intron	intron	intron	1	1.213386e-05	0	2	0	3	0	0	0	0	0	0	0	2	0	0	0	0	7	0	4.457619e-06	1.910997e-06	0
chr10	 91257555	 91257575	chr10-5120	    5.29	+	ENSG00000180628	PCGF5	intron	intron	intron	1	1.889718e-05	1	2	1	1	1	2	1	0	1	0	0	2	0	0	0	0	12	0	4.457619e-06	1.910997e-06	0
chr10	 91802227	 91802247	chr10-8593	    3.53	+	ENSG00000107854	TNKS2	intron|TE	TE	TE	2	1.139549e-05	0	0	1	2	0	0	0	0	0	0	0	2	0	0	1	0	6	0	4.457619e-06	1.910997e-06	0
chr10	 92006439	 92006459	chr10-633	   36.10	-			unannotated	UnAn	UnAn	1	0.0004330093	2	3	1	3	2	2	0	1	1	3	4	3	1	2	2	1	31	4.16083e-05	2.674572e-05	0	5.806965e-06
chr10	 92328916	 92328936	chr10-13902	    2.64	+	ENSG00000198060	MARCHF5	intron	intron	intron	1	2.558218e-05	0	0	1	0	0	1	0	0	0	1	1	2	0	0	0	0	6	1.386943e-05	4.457619e-06	0	0
chr10	 92479991	 92480011	chr10-2897	    8.81	-	ENSG00000119912	IDE	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	3.889518e-05	3	1	2	3	1	1	1	0	1	2	1	2	0	0	1	0	19	0	4.457619e-06	1.910997e-06	0
chr10	 92482709	 92482729	chr10-1954	    9.25	-	ENSG00000119912	IDE	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	5.552983e-05	2	2	3	0	1	0	1	0	1	2	1	2	0	0	0	1	16	1.386943e-05	4.457619e-06	0	0
chr10	 92915562	 92915582	chr10-2240	   19.40	-			unannotated	UnAn	UnAn	1	0.0002288991	1	1	2	0	1	1	1	0	0	2	1	2	0	2	3	3	20	0	0	5.732992e-06	5.806965e-06
chr10	 93022692	 93022712	chr10-7798	    3.97	+	ENSG00000138190	EXOC6	downstream 10K|intron	intron	intron	2	4.396985e-05	2	2	2	1	0	1	1	1	0	1	1	2	0	0	0	0	14	1.386943e-05	4.457619e-06	0	0
chr10	 93048368	 93048388	chr10-2403	   10.60	+	ENSG00000138190	EXOC6	intron	intron	intron	1	2.013941e-05	2	1	1	3	2	2	0	0	0	2	0	2	0	0	0	0	15	0	0	1.910997e-06	2.903482e-06
chr10	 93454986	 93455006	chr10-2191	   10.10	+			TE|unannotated	TE	TE	2	5.60444e-05	0	0	2	0	1	1	0	1	0	1	0	2	0	0	3	3	14	0	0	3.821994e-06	2.903482e-06
chr10	 94442096	 94442116	chr10-3011	    7.49	+	ENSG00000108239	TBC1D12	intron|Other	Other	Other	2	7.390671e-05	1	3	1	1	0	1	0	0	1	1	0	2	0	0	0	0	11	1.386943e-05	4.457619e-06	0	0
chr10	 94455198	 94455218	chr10-3691	    5.73	+	ENSG00000108239	TBC1D12	intron	intron	intron	1	2.601641e-05	2	0	2	1	2	0	1	1	1	0	0	2	0	0	2	0	14	0	4.457619e-06	0	2.903482e-06
chr10	 94577172	 94577192	chr10-4890	    5.73	+	ENSG00000119969	HELLS	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	1.825067e-05	3	1	0	0	1	1	1	1	1	0	0	2	0	0	0	0	11	0	4.457619e-06	1.910997e-06	0
chr10	 94580986	 94581006	chr10-6756	    4.41	+	ENSG00000119969	HELLS	downstream 10K|intron|lncRNA|CDS_Retained_intron	lncRNA	ncRNA	4	1.548563e-05	0	0	0	0	2	0	0	0	1	1	1	2	0	0	0	0	7	0	4.457619e-06	1.910997e-06	0
chr10	 94602711	 94602731	chr10-24	  178.00	+	ENSG00000119969	HELLS	3'UTR|intron|lncRNA	3'UTR	3'UTR	3	0.0007648307	3	3	3	3	2	2	1	2	1	4	2	2	1	3	3	6	41	0	4.457619e-06	1.910997e-06	0
chr10	 94602833	 94602853	chr10-82	   63.50	+	ENSG00000119969	HELLS	3'UTR|intron|TE|lncRNA	3'UTR	3'UTR	4	0.0002243841	3	3	3	3	2	1	1	1	2	3	3	2	1	0	1	3	32	1.386943e-05	8.915238e-06	0	0
chr10	 94631222	 94631242	chr10-9849	    3.53	+			Other|unannotated	Other	Other	2	1.170644e-05	2	1	0	0	1	1	0	0	0	0	0	2	0	0	0	0	7	0	4.457619e-06	0	2.903482e-06
chr10	 95659312	 95659332	chr10-14886	    2.64	-			downstream 10K	DS10K	DS10K	1	2.22132e-05	1	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	6	1.386943e-05	4.457619e-06	0	0
chr10	 95881556	 95881576	chr10-17746	    2.64	-	ENSG00000226688	ENTPD1-AS1	intron|TE|lncRNA	lncRNA	ncRNA	3	1.053478e-05	1	0	1	1	1	0	0	0	0	0	0	2	0	0	0	0	6	0	0	3.821994e-06	2.903482e-06
chr10	 96060642	 96060662	chr10-15	  267.50	+	ENSG00000107443	CCNJ	3'UTR	3'UTR	3'UTR	1	0.0007446729	3	3	3	3	2	2	1	1	3	4	2	3	1	0	2	4	37	0	1.337286e-05	1.719897e-05	1.742089e-05
chr10	 96112824	 96112844	chr10-2109	    8.81	+	ENSG00000200728	RNU6-271P	snRNA	snRNA	ncRNA	1	4.323503e-05	1	1	0	2	1	2	1	0	0	0	1	3	1	2	0	0	15	0	4.457619e-06	1.910997e-06	2.903482e-06
chr10	 96131070	 96131090	chr10-2292	   10.10	+	ENSG00000177853	ZNF518A	intron|CDS_Retained_intron	CDS_RI	intron	2	5.912283e-05	0	1	0	2	1	1	1	1	1	2	1	2	0	0	0	1	14	1.386943e-05	4.457619e-06	0	0
chr10	 96132498	 96132518	chr10-22	  143.20	+	ENSG00000177853	ZNF518A	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0004910869	3	3	3	3	2	2	2	1	2	3	4	3	1	1	2	0	35	0	8.915238e-06	1.910997e-06	1.161393e-05
chr10	 96880406	 96880426	chr10-5024	    6.61	+	ENSG00000196233	LCOR	intron|Other|CDS_Retained_intron	Other	Other	3	1.798362e-05	3	2	0	3	0	0	0	0	0	0	0	2	0	0	0	0	10	0	0	1.910997e-06	2.903482e-06
chr10	 96924566	 96924586	chr10-1406	   12.80	+	ENSG00000196233	LCOR	intron|CDS_Retained_intron	CDS_RI	intron	2	5.585009e-05	3	2	3	3	2	1	1	2	1	3	0	2	0	0	0	0	23	0	0	1.910997e-06	2.903482e-06
chr10	 96924697	 96924717	chr10-3956	    4.85	+	ENSG00000196233	LCOR	intron|CDS_Retained_intron	CDS_RI	intron	2	3.432712e-05	3	0	2	1	1	1	1	1	1	0	0	2	0	0	1	0	14	1.386943e-05	4.457619e-06	0	0
chr10	 96925726	 96925746	chr10-6974	    3.97	+	ENSG00000196233	LCOR	intron|CDS_Retained_intron	CDS_RI	intron	2	1.429453e-05	1	0	2	0	2	1	0	0	0	1	0	2	0	0	1	0	10	0	4.457619e-06	1.910997e-06	0
chr10	 96944553	 96944573	chr10-5565	    5.73	+	ENSG00000196233	LCOR	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	3.326772e-05	0	1	0	1	0	1	0	0	0	2	2	2	0	0	0	0	9	1.386943e-05	4.457619e-06	0	0
chr10	 96957127	 96957147	chr10-1710	   20.70	+	ENSG00000196233	LCOR	3'UTR|intron	3'UTR	3'UTR	2	0.0001508268	0	2	3	1	2	1	1	1	1	3	1	2	1	1	0	3	23	0	0	1.910997e-06	2.903482e-06
chr10	 96961378	 96961398	chr10-2927	    7.49	+	ENSG00000196233	LCOR	3'UTR|intron	3'UTR	3'UTR	2	3.210191e-05	1	1	3	2	0	1	0	0	0	1	1	2	0	0	0	0	12	1.386943e-05	4.457619e-06	0	0
chr10	 96962427	 96962447	chr10-1506	   12.30	+	ENSG00000196233	LCOR	3'UTR|intron	3'UTR	3'UTR	2	0.0001142962	0	1	1	3	0	1	1	0	2	1	0	2	1	0	0	2	15	0	1.337286e-05	0	2.903482e-06
chr10	 96963012	 96963032	chr10-131	   55.50	+	ENSG00000196233	LCOR	3'UTR|intron	3'UTR	3'UTR	2	0.0001787505	3	3	3	3	2	1	1	1	2	3	0	2	1	0	0	2	27	1.386943e-05	4.457619e-06	0	0
chr10	 97769063	 97769083	chr10-5533	    5.29	+			downstream 10K	DS10K	DS10K	1	2.875702e-05	1	1	0	2	1	0	1	1	0	1	0	2	0	0	0	0	10	1.386943e-05	0	0	5.806965e-06
chr10	 97874233	 97874253	chr10-10417	    8.81	-	ENSG00000095713	CRTAC1	downstream 10K|intron	intron	intron	2	3.025062e-05	0	0	0	0	2	1	0	2	0	0	2	2	0	1	0	0	10	0	0	1.910997e-06	2.903482e-06
chr10	 98240483	 98240503	chr10-751	   26.00	+	ENSG00000166024	R3HCC1L	intron|Other	Other	Other	2	7.052806e-05	1	3	3	3	1	1	1	0	1	1	0	2	0	0	1	0	18	1.386943e-05	4.457619e-06	0	0
chr10	 99902618	 99902638	chr10-8372	    6.61	+			Other|unannotated	Other	Other	2	3.494789e-05	0	0	0	0	1	1	0	0	0	0	2	2	0	1	1	3	11	0	0	1.910997e-06	2.903482e-06
chr10	 99922512	 99922532	chr10-339	   37.90	-	ENSG00000107554	DNMBP	intron|TE	TE	TE	2	0.0001433389	2	2	3	3	1	1	1	0	0	3	2	2	0	1	2	3	26	0	0	3.821994e-06	5.806965e-06
chr10	100275404	100275424	chr10-285	   33.10	-	ENSG00000196072	BLOC1S2	3'UTR	3'UTR	3'UTR	1	8.585415e-05	2	3	3	3	1	1	1	1	1	2	1	2	0	1	0	1	23	0	4.457619e-06	1.910997e-06	0
chr10	100361756	100361776	chr10-8	  328.30	+	ENSG00000099194	SCD	3'UTR	3'UTR	3'UTR	1	0.0009208444	3	3	3	3	2	2	1	2	2	3	3	2	0	4	3	4	40	0	0	3.821994e-06	2.903482e-06
chr10	100364131	100364151	chr10-1	 3008.30	+	ENSG00000099194	SCD	3'UTR	3'UTR	3'UTR	1	0.01171036	3	3	3	3	2	2	2	2	4	5	4	4	3	4	5	7	56	5.547773e-05	5.349143e-05	3.057596e-05	7.258706e-05
chr10	100364702	100364722	chr10-72	   76.70	+	ENSG00000099194	SCD	3'UTR	3'UTR	3'UTR	1	0.0005812241	3	3	3	3	2	2	2	1	1	3	1	2	1	0	3	3	33	2.773887e-05	8.915238e-06	0	0
chr10	100398350	100398370	chr10-6119	    4.85	+	ENSG00000235823	OLMALINC	intron|lncRNA	lncRNA	ncRNA	2	1.356621e-05	0	0	1	3	1	1	0	0	0	1	0	2	0	0	1	0	10	0	0	1.910997e-06	2.903482e-06
chr10	100559334	100559354	chr10-2251	   11.00	+	ENSG00000166135	HIF1AN	3'UTR	3'UTR	3'UTR	1	3.161636e-05	1	2	1	2	1	1	1	0	1	2	1	2	0	0	1	0	16	0	4.457619e-06	0	2.903482e-06
chr10	100965054	100965074	chr10-149	   36.60	+	ENSG00000119906	SLF2	3'UTR	3'UTR	3'UTR	1	0.0001421885	3	3	3	3	1	2	1	0	2	4	1	2	0	1	2	1	29	0	0	1.910997e-06	2.903482e-06
chr10	101364911	101364931	chr10-275	  199.20	-	ENSG00000222414	RNU2-59P	snRNA	snRNA	ncRNA	1	0.0008357365	3	3	3	3	2	2	2	2	1	3	3	4	2	2	3	3	41	2.773887e-05	4.457619e-06	1.337698e-05	1.161393e-05
chr10	101785509	101785529	chr10-2138	    8.81	-	ENSG00000198408	OGA	3'UTR	3'UTR	3'UTR	1	3.329957e-05	2	3	1	2	1	1	0	0	1	3	1	2	0	0	0	0	17	0	4.457619e-06	1.910997e-06	0
chr10	101802977	101802997	chr10-6391	    4.85	+			TE|unannotated	TE	TE	2	1.713835e-05	0	0	0	1	0	1	0	0	0	1	0	2	0	1	0	2	8	0	0	1.910997e-06	2.903482e-06
chr10	102269630	102269650	chr10-123	   59.90	+	ENSG00000107862	GBF1	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0001636339	3	3	3	3	1	1	1	2	2	3	0	2	0	0	2	0	26	2.773887e-05	0	1.910997e-06	0
chr10	102335956	102335976	chr10-13454	    2.64	+	ENSG00000107862	GBF1	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	1.942263e-05	0	0	2	1	0	0	0	0	0	1	0	2	0	0	0	0	6	1.386943e-05	0	1.910997e-06	0
chr10	102591555	102591575	chr10-849	   19.00	+	ENSG00000107882	SUFU	intron|snRNA	snRNA	ncRNA	2	4.582161e-05	1	0	3	2	2	1	1	0	0	0	1	2	0	2	0	0	15	0	0	1.910997e-06	2.903482e-06
chr10	103992158	103992178	chr10-1415	   11.50	+	ENSG00000065613	SLK	intron|Other	Other	Other	2	3.308601e-05	3	3	1	3	0	0	0	0	0	2	0	2	0	1	0	0	15	0	0	1.910997e-06	2.903482e-06
chr10	104025866	104025886	chr10-36	  118.60	+	ENSG00000065613	SLK	3'UTR|Other	3'UTR	3'UTR	2	0.0006428324	3	3	3	3	2	2	1	2	4	4	1	2	1	0	2	5	38	0	0	1.910997e-06	1.161393e-05
chr10	109996159	109996179	chr10-2300	   10.10	-	ENSG00000203876	ADD3-AS1	intron|lncRNA	lncRNA	ncRNA	2	3.226634e-05	2	2	2	3	1	0	1	1	1	1	0	2	0	0	0	0	16	0	4.457619e-06	0	2.903482e-06
chr10	110129858	110129878	chr10-4640	    7.93	+	ENSG00000148700	ADD3	intron	intron	intron	1	1.95606e-05	1	3	0	3	2	1	0	0	1	1	0	2	0	0	0	0	14	0	4.457619e-06	1.910997e-06	0
chr10	110898270	110898290	chr10-125	   54.60	+	ENSG00000150593	PDCD4	3'UTR|Other	3'UTR	3'UTR	2	0.0001833923	1	3	3	3	2	2	1	1	1	4	0	3	0	0	1	1	26	1.386943e-05	4.457619e-06	3.821994e-06	0
chr10	111391516	111391536	chr10-8828	    3.97	-			unannotated	UnAn	UnAn	1	1.386727e-05	0	0	1	0	1	1	0	0	0	0	0	2	0	1	1	0	7	0	0	1.910997e-06	5.806965e-06
chr10	112541140	112541160	chr10-1949	   11.90	+	ENSG00000151532	VTI1A	intron	intron	intron	1	6.104943e-05	1	2	3	3	1	2	1	0	0	2	0	2	1	0	0	0	18	0	8.915238e-06	0	5.806965e-06
chr10	112596366	112596386	chr10-1070	   15.40	+	ENSG00000151532	VTI1A	intron	intron	intron	1	3.91256e-05	3	3	2	3	0	1	1	0	0	3	0	2	0	0	0	0	18	0	4.457619e-06	0	2.903482e-06
chr10	112645958	112645978	chr10-3008	    7.49	+	ENSG00000151532	VTI1A	intron	intron	intron	1	3.077194e-05	1	2	2	2	1	0	1	0	0	0	1	2	0	0	0	0	12	0	4.457619e-06	0	2.903482e-06
chr10	112679015	112679035	chr10-4865	    5.73	+	ENSG00000151532	VTI1A	intron	intron	intron	1	3.353505e-05	0	0	2	2	1	1	0	1	0	2	0	2	0	0	0	0	11	1.386943e-05	4.457619e-06	0	0
chr10	112771759	112771779	chr10-16745	    2.20	+	ENSG00000151532	VTI1A	intron	intron	intron	1	2.072838e-05	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	4	1.386943e-05	4.457619e-06	0	0
chr10	112818778	112818798	chr10-1087	   14.10	+			downstream 10K	DS10K	DS10K	1	4.007529e-05	2	3	2	2	1	2	1	1	0	2	0	2	0	0	1	2	21	0	4.457619e-06	0	2.903482e-06
chr10	112953018	112953038	chr10-1230	   13.20	+	ENSG00000148737	TCF7L2	intron	intron	intron	1	3.510619e-05	3	2	1	1	1	1	1	1	1	2	0	2	0	0	1	0	17	0	4.457619e-06	1.910997e-06	0
chr10	113045786	113045806	chr10-31	  123.00	+	ENSG00000148737	TCF7L2	intron|Other	Other	Other	2	0.0003585464	3	3	3	3	1	2	2	1	2	3	2	2	0	0	1	1	29	1.386943e-05	4.457619e-06	0	0
chr10	113067865	113067885	chr10-210	   35.30	+	ENSG00000148737	TCF7L2	intron	intron	intron	1	0.0001254811	3	3	2	3	1	1	1	1	2	2	1	2	1	1	2	0	26	0	4.457619e-06	1.910997e-06	0
chr10	113159108	113159128	chr10-2001	   10.60	+	ENSG00000148737	TCF7L2	intron|CDS_Retained_intron	CDS_RI	intron	2	3.771508e-05	2	2	1	2	1	1	1	0	1	1	0	2	0	0	0	0	14	1.386943e-05	0	1.910997e-06	0
chr10	113159455	113159475	chr10-214	   34.40	+	ENSG00000148737	TCF7L2	intron|Other|CDS_Retained_intron	Other	Other	3	0.0001056629	3	3	2	3	2	1	0	0	0	3	0	2	0	0	1	2	22	0	0	1.910997e-06	2.903482e-06
chr10	113159719	113159739	chr10-144	   43.60	+	ENSG00000148737	TCF7L2	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0001158432	3	3	3	3	2	1	1	0	0	1	2	2	0	0	1	1	23	0	0	1.910997e-06	2.903482e-06
chr10	116343515	116343535	chr10-3807	    7.05	-			Other|unannotated	Other	Other	2	2.775079e-05	0	0	0	0	1	0	0	0	0	2	1	2	0	1	0	2	9	0	0	1.910997e-06	2.903482e-06
chr10	116897458	116897478	chr10-232	   37.00	-	ENSG00000187164	SHTN1	downstream 10K|intron|TE	TE	TE	3	0.0001024846	3	3	3	3	2	1	1	2	1	3	0	2	0	0	0	0	24	0	4.457619e-06	1.910997e-06	0
chr10	116898437	116898457	chr10-2622	    7.49	-	ENSG00000187164	SHTN1	downstream 10K|intron	intron	intron	2	5.245232e-05	2	3	2	2	0	0	0	0	1	1	1	2	1	0	0	0	15	0	4.457619e-06	0	2.903482e-06
chr10	116898650	116898670	chr10-770	   15.00	-	ENSG00000187164	SHTN1	downstream 10K|intron	intron	intron	2	5.891444e-05	3	2	3	3	1	2	0	1	1	1	1	2	0	0	0	0	20	0	4.457619e-06	0	2.903482e-06
chr10	116989362	116989382	chr10-969	   15.00	-	ENSG00000187164	SHTN1	intron|TE	TE	TE	2	4.30985e-05	2	1	3	3	1	2	1	1	2	2	1	2	0	0	1	0	22	0	4.457619e-06	1.910997e-06	0
chr10	117338509	117338529	chr10-9962	    3.53	-	ENSG00000165650	PDZD8	intron	intron	intron	1	2.435116e-05	1	1	1	1	1	0	0	0	1	0	0	2	0	0	0	0	8	1.386943e-05	4.457619e-06	0	0
chr10	117348193	117348213	chr10-277	   41.00	-	ENSG00000165650	PDZD8	intron	intron	intron	1	0.0001154515	3	3	3	3	1	1	1	1	1	3	1	2	0	0	0	1	24	1.386943e-05	0	1.910997e-06	0
chr10	118298876	118298896	chr10-1739	   11.90	-	ENSG00000165669	FAM204A	3'UTR	3'UTR	3'UTR	1	6.219845e-05	2	3	1	2	2	2	0	0	0	0	1	2	0	0	1	0	16	2.773887e-05	0	1.910997e-06	0
chr10	118310002	118310022	chr10-467	   29.10	-	ENSG00000165669	FAM204A	3'UTR	3'UTR	3'UTR	1	6.190044e-05	1	3	3	3	1	1	1	1	0	2	0	2	0	0	1	0	19	0	0	1.910997e-06	2.903482e-06
chr10	119033855	119033875	chr10-26	  294.40	-	ENSG00000107581	EIF3A	3'UTR	3'UTR	3'UTR	1	0.001187323	3	3	3	3	2	2	1	2	3	5	1	3	0	2	2	7	42	0	8.915238e-06	1.910997e-05	2.322786e-05
chr10	119060134	119060154	chr10-9389	    3.97	-	ENSG00000107581	EIF3A	intron|snoRNA	snoRNA	snoRNA	2	1.402048e-05	0	1	1	2	0	1	0	0	0	1	0	2	0	0	0	0	8	0	4.457619e-06	0	2.903482e-06
chr10	119167744	119167764	chr10-35	  106.70	-	ENSG00000165672	PRDX3	3'UTR	3'UTR	3'UTR	1	0.0004944916	3	3	3	3	2	2	1	2	2	3	3	3	1	2	3	3	39	0	8.915238e-06	1.910997e-06	5.806965e-06
chr10	119574155	119574175	chr10-2709	    7.93	-	ENSG00000151923	TIAL1	3'UTR	3'UTR	3'UTR	1	4.259574e-05	2	1	3	3	1	2	1	1	0	1	1	2	0	0	0	0	18	1.386943e-05	0	1.910997e-06	0
chr10	119574566	119574586	chr10-258	   36.60	-	ENSG00000151923	TIAL1	3'UTR	3'UTR	3'UTR	1	0.0001722468	3	3	3	2	0	1	1	0	1	3	1	2	0	1	2	4	27	0	4.457619e-06	3.821994e-06	0
chr10	119581761	119581781	chr10-44	  107.50	-	ENSG00000151923	TIAL1	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0004846263	3	3	3	3	2	2	1	1	2	3	3	2	0	1	1	1	31	4.16083e-05	3.566095e-05	0	0
chr10	119588666	119588686	chr10-7196	    3.97	-	ENSG00000151923	TIAL1	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	1.376573e-05	2	1	1	1	0	0	0	0	0	1	0	2	0	0	0	0	8	0	4.457619e-06	1.910997e-06	0
chr10	119863986	119864006	chr10-1209	   11.50	-	ENSG00000197771	MCMBP	intron	intron	intron	1	3.954756e-05	3	1	3	3	1	1	0	1	1	1	1	2	0	0	0	0	18	0	4.457619e-06	0	2.903482e-06
chr10	120879537	120879557	chr10-360	   23.80	+	ENSG00000120008	WDR11	downstream 10K|intron	intron	intron	2	7.354262e-05	3	2	3	3	1	1	1	1	2	2	2	2	0	0	0	0	23	0	4.457619e-06	0	2.903482e-06
chr10	121846682	121846702	chr10-2365	    8.37	-	ENSG00000107669	ATE1	intron	intron	intron	1	3.942921e-05	2	3	2	0	1	1	0	1	1	1	1	2	0	0	1	0	16	1.386943e-05	4.457619e-06	0	0
chr10	121928964	121928984	chr10-6383	    3.97	+	ENSG00000226864	ATE1OSP	intron	intron	intron	1	2.526635e-05	0	2	1	1	0	0	1	0	0	1	0	2	0	0	0	0	8	1.386943e-05	4.457619e-06	0	0
