chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NES_E_M_1	NES_E_M_2	NES_E_M_3	NES_E_M_4
chr21	  8437027	  8437047	chr21-124	   54.20	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0003666924	3	3	3	3	2	2	2	1	1	2	3	3	3	2	1	2	36	2.643335e-05	0	3.497726e-05	9.480021e-06
chr21	  8437172	  8437192	chr21-161	   93.90	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0003558289	3	3	3	3	2	2	0	2	2	4	2	2	2	2	3	2	37	0	0	1.748863e-05	1.896004e-05
chr21	  8437370	  8437390	chr21-56	   97.00	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0008395722	3	3	3	3	2	2	2	2	1	2	3	3	2	2	4	4	41	0	0	5.24659e-05	1.896004e-05
chr21	  8437518	  8437538	chr21-19	  310.30	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.002002046	3	3	3	3	2	2	2	2	2	4	4	4	3	4	3	7	51	0	7.945494e-05	0.0002798181	0.0001801204
chr21	  8437702	  8437722	chr21-25	  429.70	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001789353	3	3	3	3	2	2	2	2	3	5	2	2	2	2	4	4	44	0	0	0.0001486534	1.896004e-05
chr21	  8437904	  8437924	chr21-99	   56.90	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.000274099	3	3	3	1	2	1	1	1	1	2	2	2	2	2	1	2	29	0	0	3.497726e-05	1.896004e-05
chr21	  8438021	  8438041	chr21-4	 3108.80	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.01385844	3	3	3	3	2	2	2	2	4	5	3	3	4	3	3	4	49	0.0001057334	1.986373e-05	0.0004896817	0.0003602408
chr21	  8438130	  8438150	chr21-43	  113.70	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0006373108	3	3	2	3	2	2	2	2	2	2	3	4	2	3	4	4	43	2.643335e-05	0	0	9.480021e-06
chr21	  8438246	  8438266	chr21-59	   69.20	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.000672382	3	3	2	3	2	2	1	2	2	3	2	2	2	2	3	5	39	0	0	3.497726e-05	9.480021e-06
chr21	  8438330	  8438350	chr21-60	  110.60	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0006570322	3	3	3	3	2	2	2	2	2	3	3	3	2	3	2	5	43	0	0	6.995453e-05	9.480021e-06
chr21	  8438444	  8438464	chr21-200	   56.90	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.000424829	2	2	3	2	2	2	2	2	1	1	2	2	2	3	4	4	36	0	0	8.744316e-06	2.844006e-05
chr21	  8438737	  8438757	chr21-158	  244.20	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001109203	3	3	2	3	2	2	2	2	3	3	4	4	3	4	3	4	47	5.28667e-05	9.931867e-05	2.623295e-05	0
chr21	  8439868	  8439888	chr21-7	  439.80	+	ENSG00000278189	RNA5-8SN1	intron|lncRNA|rRNA	lncRNA	ncRNA	3	0.002447533	3	3	3	3	2	2	2	2	1	4	3	2	4	3	3	7	47	2.643335e-05	3.972747e-05	0.0001399091	9.480021e-05
chr21	  8442477	  8442497	chr21-109	   94.80	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0004246881	2	3	2	2	2	1	2	1	0	2	2	2	3	4	3	2	33	0	1.986373e-05	6.121021e-05	9.480021e-06
chr21	  8442906	  8442926	chr21-36	  178.00	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001319897	3	3	3	3	2	2	2	2	4	5	3	2	2	3	3	6	48	0	0	5.24659e-05	1.896004e-05
chr21	  8443079	  8443099	chr21-15	  146.80	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0008617	1	3	2	2	2	2	2	2	2	2	2	3	2	3	2	4	36	0	0	6.995453e-05	9.480021e-06
chr21	  8443553	  8443573	chr21-130	   73.20	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0008855018	2	3	3	3	2	2	2	0	1	1	3	3	2	2	3	4	36	0	0	0.0001224204	8.532019e-05
chr21	  8443732	  8443752	chr21-164	   59.10	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.000343757	2	3	2	3	2	1	2	1	2	2	2	2	2	2	3	1	32	0	0	4.372158e-05	9.480021e-06
chr21	  8443978	  8443998	chr21-93	   58.60	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.000414739	3	3	3	3	2	2	1	1	1	3	3	2	3	3	3	2	38	0	1.986373e-05	1.748863e-05	1.896004e-05
chr21	  8444918	  8444938	chr21-89	   80.70	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.000669334	3	3	3	3	2	2	2	2	1	2	2	2	2	2	4	2	37	0	0	8.744316e-06	1.896004e-05
chr21	  8445439	  8445459	chr21-86	   67.40	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0005977013	3	3	2	2	2	1	2	1	1	3	2	3	2	2	3	3	35	0	0	3.497726e-05	9.480021e-06
chr21	  8445710	  8445730	chr21-35	  114.60	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.001050996	3	3	3	3	2	2	2	2	2	4	3	3	2	3	3	6	46	0	0	2.623295e-05	9.480021e-06
chr21	  8445837	  8445857	chr21-147	   52.90	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0003650248	3	3	3	3	2	1	2	1	1	1	3	2	2	2	3	3	35	0	0	5.24659e-05	1.896004e-05
chr21	  8446087	  8446107	chr21-125	   67.00	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.0006444396	3	3	3	3	2	1	0	1	1	2	2	2	2	2	4	4	35	0	0	8.744316e-06	9.480021e-06
chr21	  8446158	  8446178	chr21-54	  298.80	+	ENSG00000280441		intron|lncRNA	lncRNA	ncRNA	2	0.002012	3	3	3	3	2	2	2	1	3	5	3	2	2	4	4	4	46	0	0	0.0001748863	3.792008e-05
chr21	  8988221	  8988241	chr21-51	   85.50	+				UnAn	UnAn	0	0.0004720908	3	3	3	3	2	2	1	0	2	3	4	3	2	2	2	2	37	0	0	2.623295e-05	9.480021e-06
chr21	  8988323	  8988343	chr21-117	   52.00	+				UnAn	UnAn	0	0.0004689221	3	3	3	3	2	2	1	1	3	3	2	2	2	2	2	4	38	0	0	2.623295e-05	1.896004e-05
chr21	  8988498	  8988518	chr21-171	   63.00	+				UnAn	UnAn	0	0.0002417506	3	3	3	3	2	2	2	1	2	3	1	0	2	1	1	2	31	2.643335e-05	0	3.497726e-05	0
chr21	  8988666	  8988686	chr21-62	  108.00	+				UnAn	UnAn	0	0.0006685487	2	3	3	3	2	2	2	2	2	2	3	2	2	2	3	4	39	0	0	3.497726e-05	1.896004e-05
chr22	 11251667	 11251687	chr22-19	  543.00	-				UnAn	UnAn	0	0.002014598	3	3	3	3	2	2	2	2	4	4	3	3	2	3	3	4	46	0	0	0.0001399091	3.792008e-05
chr22	 11252189	 11252209	chr22-714	   15.00	-				UnAn	UnAn	0	0.0001107882	0	0	1	0	1	2	2	1	0	0	0	2	3	2	1	0	15	0	1.986373e-05	1.748863e-05	9.480021e-06
chr22	 11630204	 11630224	chr22-312	   22.00	+			unannotated	UnAn	UnAn	1	0.0001546482	1	1	1	1	1	1	1	1	2	1	2	2	3	2	1	0	21	0	1.986373e-05	8.744316e-06	2.844006e-05
chr22	 11630718	 11630738	chr22-16	  428.40	+			unannotated	UnAn	UnAn	1	0.001812516	3	3	3	3	2	2	2	2	3	5	2	3	3	3	3	4	46	0	1.986373e-05	0.0001049318	0.0001042802
chr22	 15722733	 15722753	chr22-71	  215.90	+			downstream 10K|Other	Other	Other	2	0.0007798684	2	3	3	3	2	1	2	1	1	4	2	1	2	3	3	5	38	5.28667e-05	1.986373e-05	0	0
chr22	 20127144	 20127164	chr22-7	  331.00	+	ENSG00000099901	RANBP1	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001104924	3	3	3	3	2	2	2	1	2	4	1	2	2	0	3	4	37	2.643335e-05	1.986373e-05	0	0
chr22	 20127211	 20127231	chr22-4	 1288.20	+	ENSG00000099901	RANBP1	3'UTR	3'UTR	3'UTR	1	0.00395833	3	3	3	3	2	2	2	2	2	5	2	2	3	3	3	6	46	2.643335e-05	7.945494e-05	0	9.480021e-06
chr22	 25649548	 25649568	chr22-477	   14.50	+	ENSG00000100077	GRK3	intron	intron	intron	1	9.202861e-05	1	2	3	3	2	1	1	1	2	1	0	0	2	0	0	2	21	2.643335e-05	1.986373e-05	0	0
chr22	 29273628	 29273648	chr22-70	   59.50	+	ENSG00000182944	EWSR1	intron|Other|CDS_Retained_intron	Other	Other	3	0.0001828786	3	3	3	3	2	2	1	0	2	3	0	1	2	1	2	0	28	2.643335e-05	0	8.744316e-06	0
chr22	 38485799	 38485819	chr22-2	  465.00	-	ENSG00000100201	DDX17	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001886429	3	3	3	3	2	2	1	2	2	4	2	4	2	3	3	6	45	2.643335e-05	1.986373e-05	0	0
chr22	 38490481	 38490501	chr22-5	  623.60	-	ENSG00000100201	DDX17	intron|CDS_Retained_intron	CDS_RI	intron	2	0.001858718	3	3	3	3	2	2	2	2	2	4	4	4	2	1	3	3	43	2.643335e-05	3.972747e-05	0	0
chr22	 38683929	 38683949	chr22-6	  465.80	+	ENSG00000100216	TOMM22	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001426953	3	3	3	3	2	2	1	1	2	5	1	2	2	4	1	5	40	2.643335e-05	0	0	9.480021e-06
chr22	 40324305	 40324325	chr22-12	  386.10	+	ENSG00000100354	TNRC6B	3'UTR|Other	3'UTR	3'UTR	2	0.0014852	3	3	3	3	2	2	2	2	1	4	1	2	2	3	3	5	41	2.643335e-05	3.972747e-05	0	0
chr22	 40335333	 40335353	chr22-102	   35.70	+	ENSG00000100354	TNRC6B	3'UTR	3'UTR	3'UTR	1	0.0002262173	3	3	3	3	2	2	1	1	1	5	2	1	2	0	1	1	31	2.643335e-05	0	0	9.480021e-06
chr22	 40335682	 40335702	chr22-10	  326.60	+	ENSG00000100354	TNRC6B	3'UTR|Other	3'UTR	3'UTR	2	0.001113151	3	3	3	3	2	2	1	2	2	4	2	4	3	2	3	5	44	0.0001057334	1.986373e-05	8.744316e-06	0
chr22	 40826195	 40826215	chr22-8	  339.80	-	ENSG00000100380	ST13	3'UTR	3'UTR	3'UTR	1	0.001382721	3	3	3	3	2	2	1	2	1	4	3	1	3	4	4	4	43	2.643335e-05	5.95912e-05	0	9.480021e-06
chr22	 41073902	 41073922	chr22-212	  179.40	-				UnAn	UnAn	0	0.0008800118	3	3	3	3	2	2	2	1	2	4	0	3	2	4	4	6	44	0	1.986373e-05	0	9.480021e-06
chr22	 41074017	 41074037	chr22-15	 1178.50	-				UnAn	UnAn	0	0.003570338	3	3	3	3	2	2	2	2	2	5	2	4	4	4	3	6	50	0.0001057334	7.945494e-05	8.744316e-06	4.74001e-05
chr22	 42469386	 42469406	chr22-284	   53.30	+			unannotated	UnAn	UnAn	1	0.0001346116	0	0	0	0	2	1	1	1	0	0	2	2	2	2	1	1	15	0	0	8.744316e-06	9.480021e-06
chr22	 46677312	 46677332	chr22-21	  199.20	+	ENSG00000075240	GRAMD4	3'UTR|Other	3'UTR	3'UTR	2	0.0006686989	3	3	3	3	2	2	1	1	2	4	2	1	2	2	3	5	39	2.643335e-05	1.986373e-05	0	0
chr3	  5218368	  5218388	chr3-9	  473.30	+	ENSG00000134109	EDEM1	3'UTR|Other	3'UTR	3'UTR	2	0.001746365	3	3	3	3	2	2	2	2	3	4	2	4	2	4	2	6	47	2.643335e-05	1.986373e-05	0	0
chr3	  6571498	  6571518	chr3-2194	   19.80	+	ENSG00000189229		intron|TE|lncRNA	lncRNA	ncRNA	3	8.266378e-05	3	1	2	3	2	1	1	1	1	3	2	1	2	0	0	0	23	0	1.986373e-05	8.744316e-06	0
chr3	  6596067	  6596087	chr3-874	   35.30	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001219661	2	3	2	3	1	1	2	1	2	1	0	1	2	0	1	0	22	2.643335e-05	0	8.744316e-06	0
chr3	  6619948	  6619968	chr3-572	   40.50	+	ENSG00000189229		intron|lncRNA	lncRNA	ncRNA	2	0.0001602294	3	3	3	3	1	2	2	1	0	3	0	1	2	0	1	1	26	2.643335e-05	1.986373e-05	0	0
chr3	  9806536	  9806556	chr3-6	 1382.10	+	ENSG00000241553	ARPC4	3'UTR|intron|Other	3'UTR	3'UTR	3	0.003940336	3	3	3	3	2	2	2	2	2	4	2	4	3	3	3	6	47	2.643335e-05	3.972747e-05	3.497726e-05	0
chr3	 10153629	 10153649	chr3-34	  311.60	+	ENSG00000134086	VHL	3'UTR	3'UTR	3'UTR	1	0.001510601	3	3	3	3	2	2	2	2	3	4	4	3	2	3	3	5	47	0	1.986373e-05	0	1.896004e-05
chr3	 14944504	 14944524	chr3-569	   33.10	-	ENSG00000225733	FGD5-AS1	intron|lncRNA	lncRNA	ncRNA	2	0.0002142303	2	3	3	3	2	2	1	1	0	4	2	1	2	1	0	4	31	2.643335e-05	1.986373e-05	0	0
chr3	 17473749	 17473769	chr3-2849	   15.40	-	ENSG00000131374	TBC1D5	intron	intron	intron	1	9.655181e-05	2	3	3	3	1	2	0	0	1	2	0	1	2	0	1	1	22	0	0	8.744316e-06	9.480021e-06
chr3	 17533259	 17533279	chr3-7273	    7.93	-	ENSG00000131374	TBC1D5	intron	intron	intron	1	4.785232e-05	2	2	2	1	0	2	0	0	1	2	1	0	2	0	0	0	15	0	1.986373e-05	8.744316e-06	0
chr3	 17865212	 17865232	chr3-75	  105.80	+			unannotated	UnAn	UnAn	1	0.0003552927	3	3	3	3	2	2	1	2	2	4	3	2	2	1	1	1	35	2.643335e-05	1.986373e-05	0	0
chr3	 18200546	 18200566	chr3-6734	    9.70	+			unannotated	UnAn	UnAn	1	5.330313e-05	3	3	0	2	0	0	0	0	0	1	0	1	2	0	0	0	12	0	1.986373e-05	8.744316e-06	0
chr3	 19050727	 19050747	chr3-7899	    7.05	+			unannotated	UnAn	UnAn	1	6.47281e-05	1	0	1	2	1	1	0	1	1	2	0	0	2	0	0	0	12	2.643335e-05	1.986373e-05	0	0
chr3	 25735853	 25735873	chr3-476	   74.00	-	ENSG00000151092	NGLY1	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0002536124	3	3	3	3	2	2	1	1	1	3	2	2	2	2	1	0	31	0	1.986373e-05	0	9.480021e-06
chr3	 31620637	 31620657	chr3-10521	    7.93	+	ENSG00000163527	STT3B	intron	intron	intron	1	4.614028e-05	1	0	2	2	2	1	1	0	0	1	1	1	2	0	0	0	14	0	1.986373e-05	0	9.480021e-06
chr3	 31636429	 31636449	chr3-44	  208.50	+	ENSG00000163527	STT3B	3'UTR	3'UTR	3'UTR	1	0.000920845	3	3	3	3	2	2	1	1	2	3	2	2	2	1	2	5	37	5.28667e-05	3.972747e-05	0	0
chr3	 32483498	 32483518	chr3-226	   54.60	-	ENSG00000091317	CMTM6	3'UTR	3'UTR	3'UTR	1	0.0003710394	3	3	3	3	2	2	1	2	2	3	2	1	2	3	1	3	36	2.643335e-05	5.95912e-05	0	0
chr3	 32896458	 32896478	chr3-15	  233.60	+	ENSG00000206557	TRIM71	3'UTR	3'UTR	3'UTR	1	0.000869812	3	3	3	3	2	2	2	2	3	4	3	3	2	2	2	4	43	0	1.986373e-05	0	1.896004e-05
chr3	 33077692	 33077712	chr3-235	  173.60	+				UnAn	UnAn	0	0.0005037844	2	3	3	3	2	2	1	1	2	4	1	0	2	3	3	3	35	0	1.986373e-05	8.744316e-06	0
chr3	 36990528	 36990548	chr3-323	   73.20	-	ENSG00000178567	EPM2AIP1	3'UTR|intron	3'UTR	3'UTR	2	0.000241726	3	3	3	3	2	2	1	1	1	3	1	1	3	2	1	1	31	2.643335e-05	1.986373e-05	1.748863e-05	0
chr3	 38984523	 38984543	chr3-1433	   37.50	+			unannotated	UnAn	UnAn	1	0.0001262082	3	3	3	3	1	1	1	0	0	3	0	0	2	0	1	2	23	2.643335e-05	1.986373e-05	0	0
chr3	 39408511	 39408531	chr3-10179	    8.37	+	ENSG00000168028	RPSA	downstream 10K|intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	4	0.0002432672	3	1	2	1	2	2	1	0	1	1	1	2	2	0	2	0	21	2.643335e-05	1.986373e-05	0	0
chr3	 41239937	 41239957	chr3-1	 1715.30	+	ENSG00000168036	CTNNB1	3'UTR|intron|Other|CDS_Retained_intron	3'UTR	3'UTR	4	0.006346837	3	3	3	3	2	2	2	2	2	4	3	4	3	4	5	7	52	5.28667e-05	7.945494e-05	8.744316e-06	0
chr3	 41240035	 41240055	chr3-3	  859.40	+	ENSG00000168036	CTNNB1	3'UTR|intron	3'UTR	3'UTR	2	0.00699437	3	3	3	3	2	2	2	2	3	5	4	4	3	4	5	7	55	0	0.0001589099	1.748863e-05	4.74001e-05
chr3	 44390633	 44390653	chr3-4872	   25.60	+	ENSG00000179152	TCAIM	intron	intron	intron	1	9.555217e-05	0	1	0	1	1	1	0	0	0	0	1	0	2	2	2	2	13	0	0	1.748863e-05	9.480021e-06
chr3	 47852231	 47852251	chr3-7	  482.60	-	ENSG00000047849	MAP4	3'UTR	3'UTR	3'UTR	1	0.001677569	3	3	3	3	2	2	2	2	2	4	2	3	3	4	3	6	47	2.643335e-05	3.972747e-05	0	2.844006e-05
chr3	 51394343	 51394363	chr3-17	  674.30	+	ENSG00000259956	RBM15B	3'UTR	3'UTR	3'UTR	1	0.001700274	3	3	3	3	1	2	1	1	2	3	1	2	2	2	3	7	39	2.643335e-05	1.986373e-05	0	0
chr3	 73111092	 73111112	chr3-744	  232.70	+	ENSG00000223247	RNU2-64P	snRNA	snRNA	ncRNA	1	0.0007797505	3	3	3	3	2	2	2	2	3	4	3	3	2	2	3	3	43	0	0	1.748863e-05	1.896004e-05
chr3	 73743980	 73744000	chr3-14318	   69.20	+			unannotated	UnAn	UnAn	1	0.0002913697	1	1	3	3	2	2	2	1	3	3	4	2	2	2	1	1	33	2.643335e-05	0	8.744316e-06	0
chr3	 78954977	 78954997	chr3-10087	    5.73	+			unannotated	UnAn	UnAn	1	6.400151e-05	0	0	0	0	1	0	1	1	0	0	0	0	2	0	0	0	5	2.643335e-05	1.986373e-05	0	0
chr3	 89492489	 89492509	chr3-43891	    2.20	-			unannotated	UnAn	UnAn	1	3.030958e-05	0	0	0	0	0	0	1	0	0	0	0	1	2	0	0	1	5	0	0	8.744316e-06	9.480021e-06
chr3	 96617974	 96617994	chr3-782	   33.90	-				UnAn	UnAn	0	0.0002590039	3	3	2	1	2	2	1	0	1	3	2	3	2	3	2	2	32	0	0	2.623295e-05	2.844006e-05
chr3	 98797259	 98797279	chr3-43	  177.20	-	ENSG00000057019	DCBLD2	3'UTR	3'UTR	3'UTR	1	0.0005637518	3	3	3	3	2	2	1	1	2	4	1	1	2	1	2	5	36	5.28667e-05	1.986373e-05	0	0
chr3	108055043	108055063	chr3-14093	    4.85	-	ENSG00000196776	CD47	intron	intron	intron	1	3.490233e-05	1	1	1	2	0	2	0	0	1	0	1	1	2	0	1	0	13	0	0	8.744316e-06	9.480021e-06
chr3	111134990	111135010	chr3-450	   43.60	+	ENSG00000177707	NECTIN3	3'UTR|intron	3'UTR	3'UTR	2	0.0002130953	3	3	3	3	2	1	1	0	2	4	0	0	2	0	1	1	26	0	1.986373e-05	0	9.480021e-06
chr3	115136821	115136841	chr3-33331	    2.20	-	ENSG00000181722	ZBTB20	intron	intron	intron	1	3.33493e-05	0	0	1	1	0	0	0	0	0	1	0	0	2	0	1	0	6	0	1.986373e-05	0	9.480021e-06
chr3	119822012	119822032	chr3-2724	   15.00	-	ENSG00000082701	GSK3B	3'UTR	3'UTR	3'UTR	1	9.818841e-05	1	2	2	3	1	1	0	1	2	3	0	1	2	0	1	2	22	2.643335e-05	1.986373e-05	0	0
chr3	128075143	128075163	chr3-838	  218.60	-	ENSG00000175792	RUVBL1	downstream 10K|intron|snRNA	snRNA	ncRNA	3	0.0006799107	3	3	3	3	2	2	2	2	2	5	4	3	2	2	3	2	43	0	0	1.748863e-05	9.480021e-06
chr3	128619999	128620019	chr3-2	 2252.50	-	ENSG00000163902	RPN1	3'UTR	3'UTR	3'UTR	1	0.006634411	3	3	3	3	2	2	2	2	2	5	4	4	3	4	5	6	53	5.28667e-05	9.931867e-05	0	9.480021e-06
chr3	151188121	151188141	chr3-368	  180.30	+	ENSG00000144893	MED12L	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0008181853	3	3	3	3	2	2	2	2	2	3	3	3	3	2	3	2	41	5.28667e-05	0	6.995453e-05	1.896004e-05
chr3	155310110	155310130	chr3-25	  220.40	-				UnAn	UnAn	0	0.0009264137	3	3	3	3	2	2	1	2	2	4	2	3	2	1	3	6	42	0	3.972747e-05	0	9.480021e-06
chr3	180161934	180161954	chr3-494	  140.10	-	ENSG00000201822	RNA5SP149		UnAn	UnAn	0	0.0007901314	3	3	3	3	2	2	2	1	3	3	2	4	3	3	3	1	41	7.930004e-05	0	1.748863e-05	3.792008e-05
chr3	181231768	181231788	chr3-454	   38.30	+	ENSG00000206932	RNU6-4P	intron|lncRNA|snRNA	lncRNA	ncRNA	3	0.0002138156	3	3	2	3	1	2	0	0	0	2	4	2	2	2	2	2	30	0	0	2.623295e-05	9.480021e-06
chr3	181822880	181822900	chr3-2147	   27.80	-	ENSG00000199839	RNA5SP150	rRNA	rRNA	ncRNA	1	0.0002163051	1	0	2	2	2	2	2	2	1	1	2	3	2	3	2	0	27	2.643335e-05	0	1.748863e-05	0
chr3	181822947	181822967	chr3-806	  115.00	-	ENSG00000199839	RNA5SP150	rRNA	rRNA	ncRNA	1	0.0003397477	3	3	3	3	2	2	2	2	1	2	2	2	2	2	2	2	35	0	0	8.744316e-06	1.896004e-05
chr3	186784826	186784846	chr3-82	  355.70	+	ENSG00000156976	EIF4A2	intron|snoRNA|CDS_Retained_intron	snoRNA	snoRNA	3	0.001332178	3	3	3	3	2	2	2	2	4	5	3	2	2	3	2	2	43	0	0	1.748863e-05	3.792008e-05
chr3	190305852	190305872	chr3-142	  294.00	-	ENSG00000163347	CLDN1	3'UTR	3'UTR	3'UTR	1	0.001426639	2	3	3	3	2	2	1	2	1	3	4	3	2	2	2	5	40	2.643335e-05	3.972747e-05	0	0
chr3	190833157	190833177	chr3-1350	   51.10	+				UnAn	UnAn	0	0.0001927133	1	3	3	3	0	2	1	1	2	3	0	0	2	0	2	3	26	2.643335e-05	1.986373e-05	0	0
chr4	  7582607	  7582627	chr4-319	   59.10	+	ENSG00000184985	SORCS2	intron	intron	intron	1	0.0003657504	3	3	2	1	2	2	2	0	2	1	2	3	2	4	2	3	34	0	0	3.497726e-05	1.896004e-05
chr4	 17802623	 17802643	chr4-5	  376.40	-	ENSG00000163257	DCAF16	3'UTR	3'UTR	3'UTR	1	0.001221024	3	3	3	3	2	2	1	2	1	3	2	3	2	1	4	6	41	2.643335e-05	0	8.744316e-06	0
chr4	 19579476	 19579496	chr4-70	  126.00	+	ENSG00000248515		intron|lncRNA	lncRNA	ncRNA	2	0.0003358253	3	3	3	3	2	2	2	1	2	4	3	2	2	0	1	1	34	2.643335e-05	0	0	9.480021e-06
chr4	 19599499	 19599519	chr4-9522	    5.29	+	ENSG00000248515		intron|lncRNA	lncRNA	ncRNA	2	4.895598e-05	1	1	0	2	1	1	1	0	0	1	0	1	2	0	0	0	11	0	1.986373e-05	8.744316e-06	0
chr4	 26431295	 26431315	chr4-170	   66.10	+	ENSG00000168214	RBPJ	3'UTR	3'UTR	3'UTR	1	0.0002928887	3	3	3	3	1	2	1	0	1	3	2	2	2	0	0	5	31	2.643335e-05	1.986373e-05	0	0
chr4	 26433556	 26433576	chr4-136	   73.20	+	ENSG00000168214	RBPJ	3'UTR	3'UTR	3'UTR	1	0.0002484223	2	3	3	3	2	2	2	1	2	3	1	0	2	0	2	4	32	0	1.986373e-05	0	9.480021e-06
chr4	 26996784	 26996804	chr4-20266	    2.64	+	ENSG00000109689	STIM2	intron	intron	intron	1	5.051787e-05	0	2	2	0	0	1	0	0	0	0	0	0	2	0	0	0	7	2.643335e-05	1.986373e-05	0	0
chr4	 34096356	 34096376	chr4-3250	    8.81	-			TE|unannotated	TE	TE	2	7.728567e-05	3	1	1	1	1	1	0	0	0	1	0	2	2	0	0	0	13	0	1.986373e-05	0	1.896004e-05
chr4	 37612305	 37612325	chr4-129	   57.30	-	ENSG00000181826	RELL1	3'UTR|intron	3'UTR	3'UTR	2	0.0002296076	3	3	3	3	2	2	1	1	2	1	0	0	2	1	2	3	29	2.643335e-05	0	0	9.480021e-06
chr4	 39701179	 39701199	chr4-809	   20.70	+	ENSG00000078140	UBE2K	intron	intron	intron	1	9.531039e-05	3	3	2	3	2	1	1	1	2	3	0	0	2	1	2	0	26	0	0	8.744316e-06	9.480021e-06
chr4	 65214613	 65214633	chr4-994	   19.40	-			unannotated	UnAn	UnAn	1	9.642004e-05	2	3	3	3	1	2	0	1	2	3	0	1	2	0	0	0	23	2.643335e-05	1.986373e-05	0	0
chr4	 65978947	 65978967	chr4-457	   30.80	+			unannotated	UnAn	UnAn	1	0.0001300387	3	3	3	3	2	2	1	0	1	2	1	1	2	0	1	0	25	2.643335e-05	1.986373e-05	0	0
chr4	 66053085	 66053105	chr4-16	  218.60	+	ENSG00000249413		intron|Other|lncRNA	lncRNA	ncRNA	3	0.0007850623	3	3	3	3	2	2	2	2	3	4	4	3	2	3	2	2	43	0	0	8.744316e-06	9.480021e-06
chr4	 68321084	 68321104	chr4-81	   88.10	-	ENSG00000083896	YTHDC1	intron	intron	intron	1	0.0003195796	3	3	3	3	2	2	1	2	1	4	1	2	2	0	1	3	33	0	1.986373e-05	8.744316e-06	0
chr4	 69430984	 69431004	chr4-730	   19.80	-			unannotated	UnAn	UnAn	1	0.000169918	2	0	0	0	2	2	1	1	0	0	2	1	2	2	1	2	18	0	0	8.744316e-06	1.896004e-05
chr4	 73436298	 73436318	chr4-1	 1565.90	+	ENSG00000081051	AFP	CDS|intron	CDS	CDS	2	0.006965883	3	3	3	3	2	2	2	2	2	5	4	4	2	4	5	6	52	2.643335e-05	0.0001390461	0	0
chr4	 73455697	 73455717	chr4-11	  654.00	+	ENSG00000081051	AFP	3'UTR|CDS|CDS_Retained_intron	3'UTR	3'UTR	3	0.002608083	3	3	3	3	2	2	2	2	2	4	4	4	3	2	4	6	49	2.643335e-05	3.972747e-05	8.744316e-06	0
chr4	 76669003	 76669023	chr4-69	  214.20	+	ENSG00000138771	SHROOM3	intron	intron	intron	1	0.0009760619	3	3	3	3	2	2	1	2	2	5	1	3	2	4	4	5	45	0	1.986373e-05	0	1.896004e-05
chr4	 77034614	 77034634	chr4-15	  365.80	+	ENSG00000138758	SEPTIN11	3'UTR|intron|Other	3'UTR	3'UTR	3	0.001394564	3	3	3	3	2	2	2	1	1	4	2	2	2	3	3	5	41	0	5.95912e-05	0	9.480021e-06
