chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	NLS_E_M_1	NLS_E_M_2	NLS_E_M_3	NLS_E_M_4
chr12	 31567062	 31567082	chr12-2634	   12.30	-	ENSG00000170456	DENND5B	intron	intron	intron	1	3.14743e-05	2	1	2	3	2	1	1	0	0	2	2	0	0	0	1	0	17	0	6.834289e-06	1.891364e-06	0
chr12	 31580193	 31580213	chr12-3133	   10.60	-	ENSG00000170456	DENND5B	intron	intron	intron	1	4.868211e-05	2	2	2	1	2	1	0	1	1	1	2	1	0	0	1	0	17	9.854595e-06	6.834289e-06	0	0
chr12	 31589438	 31589458	chr12-521	   34.40	-	ENSG00000170456	DENND5B	intron	intron	intron	1	7.92959e-05	3	3	2	3	2	0	1	0	1	2	2	0	0	0	1	0	20	0	6.834289e-06	0	2.093956e-06
chr12	 32345638	 32345658	chr12-3855	    7.93	+	ENSG00000151746	BICD1	downstream 10K|intron	intron	intron	2	2.452364e-05	2	3	0	3	0	1	0	1	1	0	2	0	0	0	2	0	15	0	0	1.891364e-06	2.093956e-06
chr12	 32347843	 32347863	chr12-425	   46.70	+	ENSG00000151746	BICD1	downstream 10K|intron	intron	intron	2	0.000113151	3	3	3	3	2	1	1	0	2	4	2	0	0	0	1	0	25	4.927298e-06	1.366858e-05	0	0
chr12	 32491090	 32491110	chr12-10652	    4.85	+	ENSG00000139132	FGD4	intron	intron	intron	1	2.41425e-05	1	0	1	2	1	1	0	0	0	0	2	0	1	0	0	0	9	0	6.834289e-06	0	2.093956e-06
chr12	 32598442	 32598462	chr12-8992	    5.73	+	ENSG00000139132	FGD4	intron|CDS_Retained_intron	CDS_RI	intron	2	3.763314e-05	2	2	0	1	1	1	1	0	0	0	2	2	0	0	0	0	12	0	6.834289e-06	3.782728e-06	0
chr12	 34205789	 34205809	chr12-1579	   85.10	+	ENSG00000272435	RNA5SP357		UnAn	UnAn	0	0.0002999583	2	2	2	1	2	2	2	1	1	2	3	3	1	3	2	1	30	0	6.834289e-06	1.134818e-05	4.187912e-06
chr12	 34219402	 34219422	chr12-3660	    9.70	-				UnAn	UnAn	0	4.682602e-05	1	1	0	1	1	2	1	1	1	0	2	0	1	0	0	0	12	0	0	5.674092e-06	4.187912e-06
chr12	 34219703	 34219723	chr12-922	   28.60	-				UnAn	UnAn	0	8.475225e-05	2	3	2	3	2	1	0	1	1	0	2	1	0	2	2	1	23	0	0	1.702227e-05	4.187912e-06
chr12	 38161472	 38161492	chr12-339	  125.60	-	ENSG00000199843	RNA5SP358		UnAn	UnAn	0	0.0004025689	2	3	2	3	2	2	2	1	1	3	4	2	2	2	2	0	33	4.927298e-06	6.834289e-06	1.323955e-05	1.465769e-05
chr12	 39293715	 39293735	chr12-55	  152.50	-	ENSG00000139116	KIF21A	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.000644985	3	3	3	3	2	2	1	1	1	3	2	1	1	1	3	5	35	9.854595e-06	0	3.782728e-06	0
chr12	 42083157	 42083177	chr12-11229	    3.97	-	ENSG00000151233	GXYLT1	3'UTR	3'UTR	3'UTR	1	2.334537e-05	0	1	3	0	1	1	0	0	0	1	2	1	0	0	0	0	10	0	6.834289e-06	0	4.187912e-06
chr12	 42193947	 42193967	chr12-10908	    4.41	-	ENSG00000015153	YAF2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	1.280073e-05	1	1	0	2	0	1	0	0	0	1	2	0	0	0	0	1	9	0	0	1.891364e-06	2.093956e-06
chr12	 42212539	 42212559	chr12-419	   36.10	-	ENSG00000015153	YAF2	intron	intron	intron	1	9.46812e-05	3	3	2	3	1	2	1	1	1	3	2	1	0	0	1	1	25	9.854595e-06	6.834289e-06	0	0
chr12	 42217141	 42217161	chr12-5517	    6.17	-	ENSG00000015153	YAF2	intron	intron	intron	1	3.334938e-05	1	3	1	1	2	1	0	1	1	1	3	1	0	0	1	0	17	4.927298e-06	6.834289e-06	0	2.093956e-06
chr12	 42429001	 42429021	chr12-3557	    8.81	+	ENSG00000134283	PPHLN1	intron	intron	intron	1	3.978877e-05	2	2	1	1	1	2	1	1	0	2	2	0	0	1	0	0	16	0	6.834289e-06	1.891364e-06	0
chr12	 42598802	 42598822	chr12-21516	    3.08	+			Other|unannotated	Other	Other	2	1.056229e-05	0	0	0	0	1	1	0	0	0	0	2	0	0	1	0	0	5	0	0	1.891364e-06	4.187912e-06
chr12	 44026613	 44026633	chr12-1684	   18.50	+	ENSG00000139173	TMEM117	intron|TE	TE	TE	2	7.276092e-05	3	3	1	3	2	1	1	0	1	2	2	0	1	0	0	0	20	9.854595e-06	0	0	2.093956e-06
chr12	 44035373	 44035393	chr12-12603	    3.53	+	ENSG00000139173	TMEM117	intron	intron	intron	1	1.895575e-05	1	1	1	0	1	1	0	0	1	0	2	0	0	0	0	0	8	4.927298e-06	6.834289e-06	0	0
chr12	 44055058	 44055078	chr12-2857	   10.10	+	ENSG00000139173	TMEM117	intron	intron	intron	1	3.74605e-05	2	3	3	2	1	1	1	0	0	0	2	1	0	0	0	1	17	9.854595e-06	6.834289e-06	0	0
chr12	 44072300	 44072320	chr12-1672	   14.10	+	ENSG00000139173	TMEM117	intron	intron	intron	1	4.141322e-05	3	2	0	2	2	1	2	1	1	2	2	0	0	0	0	0	18	4.927298e-06	0	0	2.093956e-06
chr12	 44217276	 44217296	chr12-8264	    7.93	+	ENSG00000139173	TMEM117	downstream 10K|intron	intron	intron	2	1.948594e-05	2	3	1	3	1	1	0	0	0	1	2	0	0	0	0	0	14	4.927298e-06	0	1.891364e-06	0
chr12	 44265590	 44265610	chr12-3590	    9.70	+	ENSG00000139173	TMEM117	intron	intron	intron	1	2.252867e-05	1	2	0	2	2	1	0	0	0	3	2	0	0	0	0	0	13	4.927298e-06	0	0	2.093956e-06
chr12	 45357506	 45357526	chr12-10459	    5.73	+	ENSG00000177119	ANO6	intron	intron	intron	1	3.00303e-05	2	3	1	1	0	1	0	0	1	2	2	0	0	0	0	0	13	4.927298e-06	6.834289e-06	0	0
chr12	 45554617	 45554637	chr12-789	   22.90	-	ENSG00000257657		intron|lncRNA|snRNA	lncRNA	ncRNA	3	0.0001705513	2	3	3	1	2	2	1	1	2	2	2	2	1	2	0	2	28	0	0	1.891364e-06	4.187912e-06
chr12	 45733767	 45733787	chr12-563	   37.50	+	ENSG00000189079	ARID2	intron	intron	intron	1	9.374881e-05	3	3	3	3	1	1	1	1	2	3	2	1	0	0	0	0	24	4.927298e-06	6.834289e-06	0	0
chr12	 45845923	 45845943	chr12-9591	    4.85	+	ENSG00000189079	ARID2	intron|Other	Other	Other	2	2.119811e-05	0	2	0	0	1	1	0	1	1	1	2	0	0	0	0	0	9	4.927298e-06	6.834289e-06	0	0
chr12	 45866096	 45866116	chr12-3676	   12.30	+	ENSG00000189079	ARID2	downstream 10K|intron	intron	intron	2	3.952868e-05	3	2	3	0	1	2	1	0	0	2	2	1	0	0	0	0	17	4.927298e-06	6.834289e-06	0	0
chr12	 45905961	 45905981	chr12-272	   41.40	+	ENSG00000189079	ARID2	3'UTR|Other	3'UTR	3'UTR	2	0.0001376774	2	3	3	3	2	2	1	1	2	3	2	2	1	0	1	1	29	4.927298e-06	6.834289e-06	0	0
chr12	 45929076	 45929096	chr12-909	   19.80	-	ENSG00000139218	SCAF11	5'UTR|intron	5'UTR	5'UTR	2	6.845802e-05	3	3	3	3	2	2	1	0	1	3	3	0	0	0	0	0	24	9.854595e-06	6.834289e-06	0	2.093956e-06
chr12	 45943894	 45943914	chr12-6899	    6.17	-	ENSG00000139218	SCAF11	downstream 10K|intron	intron	intron	2	1.934348e-05	1	0	2	1	1	1	1	1	1	0	2	0	0	0	0	0	11	4.927298e-06	0	1.891364e-06	0
chr12	 45951049	 45951069	chr12-11282	    3.97	-	ENSG00000139218	SCAF11	downstream 10K|intron	intron	intron	2	1.767752e-05	0	2	0	2	0	0	0	1	0	2	2	0	0	0	0	0	9	0	0	1.891364e-06	2.093956e-06
chr12	 45951812	 45951832	chr12-469	   47.60	-	ENSG00000139218	SCAF11	downstream 10K|intron	intron	intron	2	0.0001563661	3	3	2	3	2	2	0	1	2	4	2	0	0	0	2	0	26	4.927298e-06	0	0	2.093956e-06
chr12	 45958492	 45958512	chr12-2966	   11.50	-	ENSG00000139218	SCAF11	downstream 10K|intron	intron	intron	2	3.187429e-05	2	0	2	2	2	2	1	0	1	2	3	0	0	0	0	0	17	0	6.834289e-06	1.891364e-06	2.093956e-06
chr12	 46359070	 46359090	chr12-2	 1491.40	-	ENSG00000134294	SLC38A2	3'UTR	3'UTR	3'UTR	1	0.004293033	3	3	3	3	2	2	2	2	3	4	4	4	3	3	4	7	52	1.478189e-05	2.050287e-05	3.026182e-05	3.140934e-05
chr12	 46360460	 46360480	chr12-76	  122.10	-	ENSG00000134294	SLC38A2	3'UTR	3'UTR	3'UTR	1	0.0004272361	3	3	3	3	2	2	1	1	2	5	2	1	1	0	2	3	34	0	0	7.565455e-06	2.093956e-06
chr12	 46360695	 46360715	chr12-35	  271.00	-	ENSG00000134294	SLC38A2	3'UTR	3'UTR	3'UTR	1	0.001084397	3	3	3	3	2	2	1	1	2	4	3	3	1	2	2	5	40	4.927298e-06	6.834289e-06	1.891364e-06	0
chr12	 46360761	 46360781	chr12-48	  164.40	-	ENSG00000134294	SLC38A2	3'UTR	3'UTR	3'UTR	1	0.0005293942	3	3	3	3	2	2	1	2	2	3	2	4	1	0	1	4	36	4.927298e-06	1.366858e-05	0	0
chr12	 46360919	 46360939	chr12-1	 1195.20	-	ENSG00000134294	SLC38A2	3'UTR	3'UTR	3'UTR	1	0.004245885	3	3	3	3	2	2	2	2	3	5	4	3	3	3	3	6	50	9.854595e-06	3.417144e-05	9.456819e-06	1.046978e-05
chr12	 46372551	 46372571	chr12-12	  293.10	-	ENSG00000134294	SLC38A2	5'UTR|CDS_Retained_intron	5'UTR	5'UTR	2	0.000972536	3	3	3	3	2	2	1	1	2	3	3	2	1	3	2	4	38	0	1.366858e-05	1.891364e-06	2.093956e-06
chr12	 46458067	 46458087	chr12-9108	    5.29	+	ENSG00000257261	SLC38A4-AS1	intron|lncRNA	lncRNA	ncRNA	2	3.197415e-05	1	1	1	2	0	1	0	1	1	2	2	0	0	0	0	0	12	4.927298e-06	1.366858e-05	0	0
chr12	 46458158	 46458178	chr12-9109	    5.29	+	ENSG00000257261	SLC38A4-AS1	intron|lncRNA	lncRNA	ncRNA	2	2.062015e-05	0	2	1	2	0	0	1	0	1	0	2	0	0	0	1	0	10	0	0	1.891364e-06	6.281867e-06
chr12	 46478497	 46478517	chr12-139	   96.50	+	ENSG00000257261	SLC38A4-AS1	intron|lncRNA	lncRNA	ncRNA	2	0.0002510002	3	3	3	3	1	1	1	0	2	4	2	2	0	0	0	0	25	4.927298e-06	1.366858e-05	0	0
chr12	 46482505	 46482525	chr12-3642	    8.37	+	ENSG00000257261	SLC38A4-AS1	intron|lncRNA	lncRNA	ncRNA	2	3.002944e-05	1	2	2	3	1	1	1	1	1	1	2	0	0	0	0	0	16	4.927298e-06	6.834289e-06	0	0
chr12	 46595111	 46595131	chr12-672	   29.50	+	ENSG00000257261	SLC38A4-AS1	intron|lncRNA	lncRNA	ncRNA	2	7.524831e-05	3	3	2	2	2	1	1	0	1	3	2	1	0	0	0	0	21	4.927298e-06	6.834289e-06	0	0
chr12	 46626910	 46626930	chr12-13752	    3.53	+	ENSG00000257261	SLC38A4-AS1	intron|lncRNA	lncRNA	ncRNA	2	1.208845e-05	0	0	0	1	2	1	0	0	0	0	2	0	0	0	0	0	6	0	6.834289e-06	1.891364e-06	0
chr12	 46765771	 46765791	chr12-10176	    4.41	-	ENSG00000139209	SLC38A4	3'UTR	3'UTR	3'UTR	1	1.523063e-05	0	1	3	0	0	1	0	0	1	0	2	0	0	0	0	0	8	4.927298e-06	0	0	4.187912e-06
chr12	 46800867	 46800887	chr12-30816	    2.20	+	ENSG00000257261	SLC38A4-AS1	intron|lncRNA	lncRNA	ncRNA	2	1.006347e-05	0	0	0	1	0	1	0	0	0	0	2	1	0	0	0	0	5	4.927298e-06	0	0	2.093956e-06
chr12	 47661893	 47661913	chr12-640	   44.50	-	ENSG00000005175	RPAP3	3'UTR|Other	3'UTR	3'UTR	2	0.0001163703	3	3	3	3	1	2	1	1	1	3	2	1	0	0	0	1	25	4.927298e-06	1.366858e-05	0	0
chr12	 48644774	 48644794	chr12-7898	    5.29	-			downstream 10K	DS10K	DS10K	1	1.73235e-05	0	1	0	0	1	2	1	0	1	1	2	0	0	0	0	0	9	0	6.834289e-06	0	2.093956e-06
chr12	 48654388	 48654408	chr12-5334	   16.70	-	ENSG00000139620	KANSL2	downstream 10K|intron|snoRNA	snoRNA	snoRNA	3	5.734813e-05	3	3	2	0	2	2	2	0	1	1	3	1	0	0	0	0	20	0	6.834289e-06	1.891364e-06	2.093956e-06
chr12	 48667462	 48667482	chr12-7885	    5.29	-	ENSG00000139620	KANSL2	downstream 10K|intron|snoRNA	snoRNA	snoRNA	3	1.80914e-05	2	2	1	1	2	1	0	0	0	0	2	0	0	1	0	0	12	0	0	1.891364e-06	2.093956e-06
chr12	 48696573	 48696593	chr12-4637	    6.61	-	ENSG00000129315	CCNT1	intron	intron	intron	1	3.001457e-05	3	1	1	2	0	1	1	0	1	3	2	0	0	0	0	0	15	4.927298e-06	0	3.782728e-06	0
chr12	 48712586	 48712606	chr12-15545	    3.53	+			Other|unannotated	Other	Other	2	1.91114e-05	0	0	0	0	1	1	0	1	0	0	2	0	0	0	0	2	7	0	0	1.891364e-06	2.093956e-06
chr12	 49402223	 49402243	chr12-18732	    3.08	+	ENSG00000123352	SPATS2	intron|CDS_Retained_intron	CDS_RI	intron	2	6.846697e-05	0	0	1	0	0	1	1	0	2	2	2	0	0	0	0	0	9	4.927298e-06	6.834289e-06	0	0
chr12	 49763037	 49763057	chr12-98	  152.90	+	ENSG00000139644	TMBIM6	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.00047776	3	3	3	3	2	2	1	1	2	4	2	1	1	2	2	3	35	0	6.834289e-06	1.891364e-06	0
chr12	 49763692	 49763712	chr12-24	  391.80	+	ENSG00000139644	TMBIM6	3'UTR	3'UTR	3'UTR	1	0.001096624	3	3	3	3	2	2	1	0	2	4	2	1	0	0	0	3	29	0	6.834289e-06	3.782728e-06	0
chr12	 50456733	 50456753	chr12-8386	    7.93	+	ENSG00000161813	LARP4	intron	intron	intron	1	3.354245e-05	3	2	2	0	2	2	0	0	1	1	2	0	0	0	0	0	15	4.927298e-06	0	0	2.093956e-06
chr12	 50478031	 50478051	chr12-1346	   23.40	+	ENSG00000161813	LARP4	3'UTR	3'UTR	3'UTR	1	7.335856e-05	1	3	1	3	1	1	1	1	1	3	2	0	1	0	1	1	21	4.927298e-06	0	1.891364e-06	0
chr12	 50479697	 50479717	chr12-187	   65.70	+	ENSG00000161813	LARP4	3'UTR	3'UTR	3'UTR	1	0.0002218835	2	3	3	3	1	2	1	1	1	3	2	0	0	0	1	3	26	4.927298e-06	6.834289e-06	0	0
chr12	 50507258	 50507278	chr12-697	   29.10	+	ENSG00000066084	DIP2B	intron|CDS_Retained_intron	CDS_RI	intron	2	7.457716e-05	3	3	3	3	1	1	0	1	1	2	2	2	0	0	0	2	24	4.927298e-06	0	0	2.093956e-06
chr12	 50522963	 50522983	chr12-13595	    3.97	+	ENSG00000066084	DIP2B	intron|CDS_Retained_intron	CDS_RI	intron	2	1.32318e-05	2	1	2	0	1	0	0	0	0	0	2	1	0	0	0	0	9	0	0	1.891364e-06	2.093956e-06
chr12	 50559328	 50559348	chr12-96	  110.20	+	ENSG00000066084	DIP2B	intron|Other|CDS_Retained_intron	Other	Other	3	0.0002974032	3	3	3	3	1	2	1	1	2	3	2	3	0	1	0	1	29	1.478189e-05	6.834289e-06	0	0
chr12	 50580831	 50580851	chr12-5035	    9.25	+	ENSG00000066084	DIP2B	intron|CDS_Retained_intron	CDS_RI	intron	2	3.797488e-05	2	3	2	3	2	1	1	0	0	1	2	0	0	1	0	0	18	0	6.834289e-06	0	2.093956e-06
chr12	 50924527	 50924547	chr12-278	   60.80	+	ENSG00000185432	METTL7A	intron|Other	Other	Other	2	0.0005800631	2	0	3	3	1	1	0	1	1	3	2	2	0	2	4	4	29	0	0	1.891364e-06	8.375823e-06
chr12	 50931105	 50931125	chr12-6	  387.40	+	ENSG00000185432	METTL7A	3'UTR|intron|Other	3'UTR	3'UTR	3	0.001138935	3	3	3	3	2	2	2	2	1	3	2	3	0	2	3	5	39	0	0	1.891364e-06	1.88456e-05
chr12	 51170264	 51170284	chr12-23275	    2.64	-	ENSG00000135457	TFCP2	intron	intron	intron	1	1.319719e-05	1	1	1	1	0	1	0	0	0	0	2	0	0	0	0	0	7	0	6.834289e-06	0	2.093956e-06
chr12	 53016657	 53016677	chr12-484	   58.60	+	ENSG00000063046	EIF4B	intron	intron	intron	1	0.0001604954	3	3	3	3	1	2	1	2	1	4	2	1	0	0	0	0	26	4.927298e-06	6.834289e-06	0	0
chr12	 53034987	 53035007	chr12-16863	    2.20	+	ENSG00000063046	EIF4B	downstream 10K|intron|Other|CDS_Retained_intron	Other	Other	4	1.794411e-05	2	0	2	0	0	1	0	0	0	1	2	0	0	0	0	0	8	4.927298e-06	6.834289e-06	0	0
chr12	 53040801	 53040821	chr12-26	  216.80	+	ENSG00000063046	EIF4B	3'UTR	3'UTR	3'UTR	1	0.0007074106	3	3	3	3	2	2	1	1	2	4	2	1	1	2	1	5	36	0	0	5.674092e-06	8.375823e-06
chr12	 53190699	 53190719	chr12-142	   65.70	+	ENSG00000139651	ZNF740	3'UTR	3'UTR	3'UTR	1	0.0003277585	3	3	3	3	2	2	1	1	1	4	2	1	1	0	2	3	32	4.927298e-06	2.050287e-05	0	0
chr12	 53275723	 53275743	chr12-25952	    2.20	-			TE|TE|unannotated	TE	TE	3	9.74489e-06	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	4	0	0	3.782728e-06	2.093956e-06
chr12	 53453222	 53453242	chr12-426	   41.90	+	ENSG00000197111	PCBP2	5'UTR|downstream 10K|intron|lncRNA	5'UTR	5'UTR	4	0.0001684847	3	3	3	3	2	2	0	1	1	4	2	1	0	0	0	0	25	4.927298e-06	6.834289e-06	0	0
chr12	 53453944	 53453964	chr12-230	   45.80	+	ENSG00000197111	PCBP2	downstream 10K|intron|lncRNA	lncRNA	ncRNA	3	0.0001416168	3	3	3	3	2	2	1	1	1	3	3	2	0	1	1	1	30	4.927298e-06	0	1.891364e-06	2.093956e-06
chr12	 53467727	 53467747	chr12-59	  124.30	+	ENSG00000197111	PCBP2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.00047376	3	3	3	3	2	2	1	1	2	4	4	4	1	1	3	2	39	3.449108e-05	6.834289e-06	5.674092e-06	2.093956e-06
chr12	 53468156	 53468176	chr12-14	  271.00	+	ENSG00000197111	PCBP2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0006754649	3	3	3	3	2	2	2	1	2	4	4	3	0	0	1	3	36	4.927298e-06	6.834289e-06	5.674092e-06	2.093956e-06
chr12	 53479616	 53479636	chr12-42	  390.00	+	ENSG00000197111	PCBP2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001207878	3	3	3	3	2	2	1	1	2	3	4	1	2	2	2	4	38	4.927298e-06	6.834289e-06	1.891364e-06	2.093956e-06
chr12	 53479690	 53479710	chr12-5	 1603.30	+	ENSG00000197111	PCBP2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.007936304	3	3	3	3	2	2	2	2	3	5	4	4	3	4	4	7	54	3.449108e-05	2.050287e-05	7.565455e-06	1.256373e-05
chr12	 53479812	 53479832	chr12-138	   91.70	+	ENSG00000197111	PCBP2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0003942913	2	3	3	3	2	1	1	1	2	5	2	0	2	1	1	3	32	4.927298e-06	0	3.782728e-06	0
chr12	 54234164	 54234184	chr12-9	  755.40	-	ENSG00000094916	CBX5	3'UTR	3'UTR	3'UTR	1	0.001981354	3	3	3	3	2	2	2	1	1	4	2	2	0	3	3	5	39	0	6.834289e-06	3.782728e-06	0
chr12	 54277787	 54277807	chr12-1930	   11.50	-	ENSG00000094916	CBX5	intron	intron	intron	1	6.211241e-05	3	2	2	3	1	0	1	0	2	2	2	0	0	0	2	0	20	4.927298e-06	6.834289e-06	0	0
chr12	 54284816	 54284836	chr12-4	  867.30	+	ENSG00000135486	HNRNPA1	3'UTR|intron|lncRNA|CDS_Retained_intron	3'UTR	3'UTR	4	0.003282694	3	3	3	3	2	2	2	2	2	4	4	4	2	3	4	5	48	4.927298e-06	6.834289e-06	3.782728e-06	4.187912e-06
chr12	 55402710	 55402730	chr12-8390	   87.30	+				UnAn	UnAn	0	0.0004221917	3	3	2	3	2	2	1	1	3	4	3	2	0	0	3	3	35	9.854595e-06	1.366858e-05	3.782728e-06	0
chr12	 55448640	 55448660	chr12-3713	   11.00	+	ENSG00000179695	OR6C2	intron|Other	Other	Other	2	4.098234e-05	0	0	0	0	2	1	0	0	0	2	2	1	1	1	0	2	12	0	0	1.891364e-06	2.093956e-06
chr12	 55785169	 55785189	chr12-1058	   21.20	-	ENSG00000205323	SARNP	downstream 10K|intron	intron	intron	2	6.288836e-05	3	3	3	3	1	1	2	0	1	2	2	1	0	0	0	0	22	0	6.834289e-06	3.782728e-06	0
chr12	 56103467	 56103487	chr12-33	  284.70	+	ENSG00000065361	ERBB3	3'UTR|intron	3'UTR	3'UTR	2	0.0007387613	3	3	3	3	2	1	2	1	2	4	2	2	0	2	1	3	34	0	6.834289e-06	1.891364e-06	0
chr12	 56117412	 56117432	chr12-6253	    6.61	+	ENSG00000229117	RPL41	downstream 10K|intron	intron	intron	2	2.514521e-05	3	2	1	2	1	1	0	0	0	2	2	0	0	0	0	0	14	4.927298e-06	0	1.891364e-06	0
chr12	 56163337	 56163357	chr12-23521	    2.64	-	ENSG00000139613	SMARCC2	3'UTR|intron|lncRNA	3'UTR	3'UTR	3	7.276239e-06	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	5	0	0	1.891364e-06	2.093956e-06
chr12	 56205476	 56205496	chr12-287	   43.60	-	ENSG00000181852	RNF41	3'UTR	3'UTR	3'UTR	1	0.0001530113	3	3	3	3	1	1	0	0	0	3	2	2	1	0	1	3	26	0	0	9.456819e-06	6.281867e-06
chr12	 56596750	 56596770	chr12-21	  520.90	-	ENSG00000076108	BAZ2A	3'UTR	3'UTR	3'UTR	1	0.001889111	3	3	3	3	2	2	2	2	2	4	3	3	2	4	3	6	47	0	6.834289e-06	3.782728e-06	4.187912e-06
chr12	 56611169	 56611189	chr12-1066	   18.50	-	ENSG00000076108	BAZ2A	intron	intron	intron	1	6.416049e-05	3	2	3	3	1	2	1	1	1	3	2	1	0	0	1	0	24	4.927298e-06	0	1.891364e-06	0
chr12	 56643691	 56643711	chr12-306	  110.60	-	ENSG00000110955	ATP5F1B	intron	intron	intron	1	0.0003153943	3	3	2	3	2	2	2	2	2	4	3	2	1	2	2	0	35	0	6.834289e-06	1.513091e-05	1.046978e-05
chr12	 56645033	 56645053	chr12-208	  109.70	-	ENSG00000110955	ATP5F1B	intron|snoRNA	snoRNA	snoRNA	2	0.0005123372	3	3	3	2	2	2	2	2	2	3	4	3	2	2	2	0	37	4.927298e-06	1.366858e-05	9.456819e-06	1.465769e-05
chr12	 56663366	 56663386	chr12-5257	    6.61	-	ENSG00000110958	PTGES3	3'UTR	3'UTR	3'UTR	1	1.701372e-05	0	0	2	3	1	1	0	0	0	2	2	0	0	0	0	2	13	0	0	1.891364e-06	2.093956e-06
chr12	 56663681	 56663701	chr12-25	  272.40	-	ENSG00000110958	PTGES3	3'UTR	3'UTR	3'UTR	1	0.0008627588	3	3	3	3	2	2	1	1	2	3	2	2	1	1	2	5	36	9.854595e-06	6.834289e-06	0	0
chr12	 57056307	 57056327	chr12-53	  108.40	-	ENSG00000166881	NEMP1	3'UTR	3'UTR	3'UTR	1	0.0004106012	3	3	3	3	2	2	1	1	2	3	3	0	0	0	2	6	34	0	6.834289e-06	1.891364e-06	2.093956e-06
chr12	 57069038	 57069058	chr12-1644	   14.10	-	ENSG00000166881	NEMP1	downstream 10K|intron	intron	intron	2	4.175582e-05	3	2	3	2	1	1	0	1	1	0	2	0	0	0	0	0	16	4.927298e-06	6.834289e-06	0	0
chr12	 57253783	 57253803	chr12-1477	   14.10	-	ENSG00000179912	R3HDM2	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	5.532629e-05	3	3	3	2	1	1	0	0	1	2	2	0	0	0	2	2	22	0	0	3.782728e-06	2.093956e-06
chr12	 57297545	 57297565	chr12-4158	    8.81	-	ENSG00000179912	R3HDM2	intron	intron	intron	1	4.545139e-05	2	2	1	2	0	0	0	1	2	2	2	1	0	0	2	0	17	4.927298e-06	6.834289e-06	0	0
chr12	 57297617	 57297637	chr12-14379	    2.64	-	ENSG00000179912	R3HDM2	intron	intron	intron	1	1.531376e-05	0	0	1	1	1	1	1	0	0	0	2	1	0	0	0	0	8	4.927298e-06	0	1.891364e-06	0
chr12	 57337586	 57337606	chr12-1476	   18.50	-	ENSG00000179912	R3HDM2	intron	intron	intron	1	5.747807e-05	2	3	1	3	1	2	0	1	2	2	2	0	0	0	0	1	20	4.927298e-06	0	1.891364e-06	0
chr12	 57339851	 57339871	chr12-8724	    4.85	-	ENSG00000179912	R3HDM2	intron	intron	intron	1	1.827465e-05	1	0	1	0	1	2	1	0	0	3	2	0	0	0	0	0	11	0	6.834289e-06	0	2.093956e-06
chr12	 57390058	 57390078	chr12-9153	    3.97	-	ENSG00000179912	R3HDM2	intron	intron	intron	1	1.7695e-05	2	2	1	0	1	1	1	0	1	1	2	0	0	0	0	0	12	4.927298e-06	0	0	2.093956e-06
chr12	 57750131	 57750151	chr12-1425	   15.00	-	ENSG00000135446	CDK4	downstream 10K|intron	intron	intron	2	5.951112e-05	2	3	3	2	1	1	1	0	0	2	2	1	0	0	1	0	19	4.927298e-06	0	0	8.375823e-06
chr12	 58740957	 58740977	chr12-18831	    2.64	-	ENSG00000257259	LINC02388	intron|lncRNA	lncRNA	ncRNA	2	1.563872e-05	0	2	0	1	0	1	0	0	0	1	2	0	0	0	0	0	7	4.927298e-06	6.834289e-06	0	0
chr12	 59780082	 59780102	chr12-194	   65.70	+	ENSG00000118596	SLC16A7	3'UTR	3'UTR	3'UTR	1	0.0002871592	2	3	3	3	2	2	1	2	2	4	2	2	1	1	2	3	35	0	1.366858e-05	0	2.093956e-06
chr12	 62271574	 62271594	chr12-3137	    9.70	+	ENSG00000135655	USP15	intron|CDS_Retained_intron	CDS_RI	intron	2	3.807494e-05	2	1	3	1	2	2	0	1	0	1	2	0	0	0	2	0	17	4.927298e-06	6.834289e-06	0	0
chr12	 62350042	 62350062	chr12-18314	    3.08	+	ENSG00000135655	USP15	intron	intron	intron	1	2.118206e-05	2	0	2	1	0	0	1	0	0	0	2	0	0	0	0	0	8	4.927298e-06	6.834289e-06	0	0
