chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	G3BP_E_S_1	G3BP_E_S_2	G3BP_E_S_3	G3BP_E_S_4	G3BP_E_S_5	G3BP_E_S_6	G3BP_E_S_7
chr11	101161438	101161458	chr11-10519	    3.53	+	ENSG00000282728	PGR-AS1	intron|lncRNA	lncRNA	ncRNA	2	0.0001029978	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	3	9	7.605141e-05	1.653847e-06	0	0	0	0	1.49363e-05
chr11	102230725	102230745	chr11-604	   28.20	+	ENSG00000137693	YAP1	3'UTR	3'UTR	3'UTR	1	0.0003595821	3	3	3	3	1	2	0	1	2	3	2	3	1	0	1	3	31	0	1.653847e-06	0	1.127307e-05	0	8.539856e-06	0
chr11	109147620	109147640	chr11-3299	   13.20	+			Other|unannotated	Other	Other	2	6.663678e-05	0	1	3	0	1	1	1	0	0	2	2	1	1	0	0	3	16	0	1.157693e-05	3.814377e-06	0	0	0	1.49363e-05
chr11	110230440	110230460	chr11-235	   89.50	-	ENSG00000137710	RDX	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0002345677	3	3	3	3	2	2	1	1	1	3	0	3	2	0	2	3	32	0	0	1.907189e-06	1.127307e-05	0	8.539856e-06	0
chr11	110231015	110231035	chr11-114	  135.70	-	ENSG00000137710	RDX	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0004225772	3	3	3	3	2	2	2	1	2	4	1	2	1	2	1	4	36	0	1.488462e-05	9.535943e-06	0	3.563538e-05	0	4.480889e-05
chr11	110231227	110231247	chr11-351	   36.60	-	ENSG00000137710	RDX	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0001845515	1	2	3	3	2	2	1	1	0	3	2	0	0	1	2	4	27	0	4.96154e-06	7.628754e-06	0	0	8.539856e-06	4.480889e-05
chr11	110231579	110231599	chr11-6	  671.60	-	ENSG00000137710	RDX	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.002427053	3	3	3	3	2	2	1	1	2	4	2	3	2	2	3	5	41	0	8.269233e-06	5.912285e-05	0.0002930998	0.000285083	0	1.49363e-05
chr11	112062636	112062656	chr11-917	   22.00	+	ENSG00000150768	DLAT	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001062114	1	3	3	3	0	2	0	0	1	4	1	0	0	0	1	3	22	0	1.653847e-06	0	1.127307e-05	3.563538e-05	0	0
chr11	112637687	112637707	chr11-4079	   11.00	-			unannotated	UnAn	UnAn	1	0.0001319069	0	0	0	1	1	1	0	0	1	1	0	1	0	1	1	4	12	7.605141e-05	1.653847e-06	1.71647e-05	0	0	0	1.49363e-05
chr11	115175350	115175370	chr11-198	   52.40	-	ENSG00000182985	CADM1	3'UTR|intron	3'UTR	3'UTR	2	0.0002350016	3	3	3	3	2	2	1	1	1	2	0	1	0	1	0	3	26	0	1.653847e-06	0	3.38192e-05	0	0	1.49363e-05
chr11	117032674	117032694	chr11-12905	    3.53	-	ENSG00000160584	SIK3	intron|TE	TE	TE	2	2.281817e-05	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	3	6	0	1.653847e-06	1.907189e-06	0	0	0	1.49363e-05
chr11	117169631	117169651	chr11-3151	    7.49	+	ENSG00000168092	PAFAH1B2	3'UTR|intron	3'UTR	3'UTR	2	3.358867e-05	0	2	3	1	1	1	1	0	0	3	0	0	0	0	0	3	15	0	1.653847e-06	1.907189e-06	1.127307e-05	0	0	0
chr11	117170675	117170695	chr11-81	  106.70	+	ENSG00000168092	PAFAH1B2	3'UTR|intron	3'UTR	3'UTR	2	0.0004929575	3	3	3	3	2	2	1	1	2	4	1	2	1	2	2	5	37	0	3.307693e-06	1.335032e-05	4.509227e-05	3.563538e-05	0	4.480889e-05
chr11	118226770	118226790	chr11-259	   46.70	-	ENSG00000160588	MPZL3	3'UTR	3'UTR	3'UTR	1	0.0001815635	3	3	3	3	2	2	1	1	2	3	0	0	0	0	0	4	27	0	0	1.907189e-06	2.254614e-05	3.563538e-05	8.539856e-06	0
chr11	118396564	118396584	chr11-12	  360.90	+	ENSG00000110344	UBE4A	3'UTR|Other	3'UTR	3'UTR	2	0.001038521	3	3	3	3	2	2	1	1	2	4	1	3	1	3	3	3	38	0	3.473078e-05	6.67516e-05	0	0	4.269928e-05	0
chr11	118398809	118398829	chr11-634	   23.80	+	ENSG00000110344	UBE4A	3'UTR	3'UTR	3'UTR	1	7.116813e-05	1	3	3	3	1	1	0	0	1	3	0	0	0	0	0	3	19	0	1.653847e-06	1.907189e-06	1.127307e-05	0	0	0
chr11	118523692	118523712	chr11-130	  126.90	+	ENSG00000118058	KMT2A	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.000381614	3	3	3	3	2	2	1	1	2	3	0	2	0	1	3	4	33	0	3.307693e-06	0	1.127307e-05	3.563538e-05	8.539856e-06	0
chr11	118525800	118525820	chr11-251	   75.80	+	ENSG00000118058	KMT2A	3'UTR	3'UTR	3'UTR	1	0.0002021636	3	3	3	3	1	2	1	1	1	3	2	1	0	0	2	3	29	0	0	1.907189e-06	1.127307e-05	0	8.539856e-06	0
chr11	118578891	118578911	chr11-736	   30.40	-				UnAn	UnAn	0	0.0003139349	2	3	3	3	1	1	0	0	0	2	0	2	0	1	3	3	24	7.605141e-05	1.819231e-05	1.525751e-05	0	0	0	0
chr11	118601087	118601107	chr11-183	   77.60	+	ENSG00000095139	ARCN1	3'UTR|intron	3'UTR	3'UTR	2	0.0005303673	3	3	3	3	2	1	1	1	1	3	0	0	2	1	2	3	29	7.605141e-05	0	9.535943e-06	1.127307e-05	0	0	0
chr11	118748693	118748713	chr11-700	   55.10	-	ENSG00000110367	DDX6	3'UTR	3'UTR	3'UTR	1	0.0002360989	2	3	3	3	2	2	1	1	2	4	1	1	1	2	2	4	34	0	6.615386e-06	3.814377e-06	3.38192e-05	0	0	1.49363e-05
chr11	118749191	118749211	chr11-1253	   15.90	-	ENSG00000110367	DDX6	3'UTR	3'UTR	3'UTR	1	9.689307e-05	0	1	3	3	2	2	1	0	0	3	0	0	0	1	0	4	20	0	1.653847e-06	3.814377e-06	1.127307e-05	3.563538e-05	0	0
chr11	118749329	118749349	chr11-161	   69.60	-	ENSG00000110367	DDX6	3'UTR	3'UTR	3'UTR	1	0.000341669	3	3	3	3	1	2	1	1	1	3	0	1	0	1	2	4	29	0	4.96154e-06	3.814377e-06	3.38192e-05	3.563538e-05	0	0
chr11	118750234	118750254	chr11-204	   67.90	-	ENSG00000110367	DDX6	3'UTR	3'UTR	3'UTR	1	0.00038293	3	3	3	3	1	1	1	1	1	3	0	0	1	2	1	5	29	0	4.96154e-06	9.535943e-06	7.891147e-05	3.563538e-05	8.539856e-06	0
chr11	118751022	118751042	chr11-141	   86.40	-	ENSG00000110367	DDX6	3'UTR	3'UTR	3'UTR	1	0.0004024317	2	3	3	3	1	2	1	0	1	4	1	2	0	2	3	3	31	0	4.96154e-06	3.814377e-06	1.127307e-05	0	0	0
chr11	118751407	118751427	chr11-13	  515.20	-	ENSG00000110367	DDX6	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001346231	3	3	3	3	2	2	1	1	2	3	3	2	1	3	2	4	38	0	2.48077e-05	2.288626e-05	5.636534e-05	0.0001781769	0	0
chr11	125584093	125584113	chr11-350	   52.90	+	ENSG00000149547	EI24	3'UTR	3'UTR	3'UTR	1	0.0002350816	2	3	3	3	1	2	1	1	2	3	1	0	2	0	1	3	28	0	0	5.721566e-06	1.127307e-05	7.127076e-05	0	0
chr11	125620894	125620914	chr11-4	 1118.10	+	ENSG00000134910	STT3A	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.00445106	3	3	3	3	2	2	2	2	4	4	4	3	2	3	5	7	52	7.605141e-05	6.450002e-05	9.917381e-05	4.509227e-05	0.0001425415	8.539856e-06	0.0001045541
chr11	125620995	125621015	chr11-469	   32.20	+	ENSG00000134910	STT3A	3'UTR|intron|CDS_Retained_intron	3'UTR	3'UTR	3	0.0002383134	2	2	3	2	2	1	1	0	1	4	1	0	0	0	2	3	24	0	3.307693e-06	0	0	7.127076e-05	8.539856e-06	0
chr11	130144598	130144618	chr11-29	  226.50	+	ENSG00000084234	APLP2	3'UTR	3'UTR	3'UTR	1	0.0006395651	3	3	3	3	2	2	2	1	2	4	2	2	1	3	4	4	41	0	4.96154e-06	9.535943e-06	1.127307e-05	0	8.539856e-06	0
chr11	130144689	130144709	chr11-51	  131.30	+	ENSG00000084234	APLP2	3'UTR	3'UTR	3'UTR	1	0.0008042875	3	3	3	3	2	2	1	1	2	4	1	2	1	4	2	6	40	0	4.96154e-06	9.535943e-06	9.018454e-05	0.0001069061	8.539856e-06	1.49363e-05
chr11	130230555	130230575	chr11-170	   63.00	-	ENSG00000196323	ZBTB44	3'UTR|intron	3'UTR	3'UTR	2	0.0002202339	3	3	3	3	1	2	1	1	1	4	1	1	0	2	1	3	30	0	1.819231e-05	7.628754e-06	1.127307e-05	0	0	0
chr11	130232600	130232620	chr11-4945	    5.73	-	ENSG00000196323	ZBTB44	3'UTR|intron	3'UTR	3'UTR	2	4.427882e-05	1	1	3	0	0	1	0	0	0	3	0	0	1	0	0	3	13	0	1.653847e-06	1.907189e-06	1.127307e-05	0	0	0
chr11	134124693	134124713	chr11-191	   67.40	-				UnAn	UnAn	0	0.0003534427	3	3	3	3	2	2	1	1	2	3	0	1	2	1	1	4	32	0	6.615386e-06	7.628754e-06	1.127307e-05	0	0	1.49363e-05
chr12	   665447	   665467	chr12-7548	   14.10	+			Other	Other	Other	1	6.154741e-05	0	1	2	2	1	1	0	1	0	1	0	0	0	0	2	3	14	0	1.157693e-05	5.721566e-06	0	0	8.539856e-06	0
chr12	   757318	   757338	chr12-646	   31.70	-			TE|unannotated	TE	TE	2	0.0005202397	0	1	3	1	1	1	0	0	0	1	2	2	0	2	3	3	20	7.605141e-05	2.48077e-05	3.242221e-05	0	0	0	0
chr12	   839901	   839921	chr12-857	   28.20	+	ENSG00000060237	WNK1	intron	intron	intron	1	0.0001040393	1	3	3	3	1	1	0	1	0	2	1	1	0	1	1	3	22	0	1.653847e-06	1.907189e-06	1.127307e-05	0	0	0
chr12	   909288	   909308	chr12-60	  163.10	+	ENSG00000060237	WNK1	3'UTR	3'UTR	3'UTR	1	0.0004318452	3	3	3	3	2	2	1	1	0	4	1	0	0	2	3	4	32	0	3.307693e-06	7.628754e-06	1.127307e-05	0	0	2.987259e-05
chr12	  1756457	  1756477	chr12-19169	    3.08	-			TE	TE	TE	1	2.911031e-05	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	3	6	0	1.653847e-06	0	0	0	8.539856e-06	1.49363e-05
chr12	  3283637	  3283657	chr12-606	   32.60	+	ENSG00000011105	TSPAN9	3'UTR|Other	3'UTR	3'UTR	2	0.0001173548	3	3	3	3	1	1	1	0	1	3	1	1	0	1	1	3	26	0	0	1.907189e-06	1.127307e-05	0	8.539856e-06	0
chr12	  6328910	  6328930	chr12-143	   76.20	-	ENSG00000067182	TNFRSF1A	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0002900414	3	3	3	3	2	2	1	2	1	3	0	1	0	1	1	4	30	0	3.307693e-06	3.814377e-06	1.127307e-05	0	0	1.49363e-05
chr12	  6666617	  6666637	chr12-169	   57.70	-	ENSG00000126746	ZNF384	3'UTR	3'UTR	3'UTR	1	0.0001564337	3	3	3	3	2	2	1	0	1	2	2	1	0	0	1	3	27	0	1.323077e-05	1.907189e-06	1.127307e-05	0	0	0
chr12	  8604493	  8604513	chr12-3685	    9.25	+			Other	Other	Other	1	0.0001098756	1	0	1	0	1	1	0	0	0	1	1	2	0	0	2	3	13	7.605141e-05	4.96154e-06	9.535943e-06	0	0	0	0
chr12	  9239374	  9239394	chr12-113	   89.00	-	ENSG00000256069	A2MP1	intron	intron	intron	1	0.0002743054	3	3	3	3	1	2	1	1	1	3	1	0	1	1	2	4	30	0	1.819231e-05	1.71647e-05	1.127307e-05	0	8.539856e-06	0
chr12	 10507478	 10507498	chr12-65	  254.70	+	ENSG00000180574	EIF2S3B	3'UTR|intron	3'UTR	3'UTR	2	0.0007068711	3	3	3	3	2	2	1	2	3	4	3	2	2	1	2	5	41	0	1.488462e-05	3.814377e-06	2.254614e-05	0	8.539856e-06	2.987259e-05
chr12	 10699252	 10699272	chr12-85	   96.50	-	ENSG00000060138	YBX3	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.000301075	3	3	3	3	2	1	1	1	2	3	0	0	0	0	1	4	27	0	2.150001e-05	1.525751e-05	0	3.563538e-05	0	1.49363e-05
chr12	 10699361	 10699381	chr12-350	   36.10	-	ENSG00000060138	YBX3	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001494316	2	3	3	3	2	2	1	1	2	2	1	0	0	0	1	3	26	0	9.92308e-06	1.335032e-05	0	3.563538e-05	0	0
chr12	 12111728	 12111748	chr12-953	   26.40	+	ENSG00000121380	BCL2L14	intron	intron	intron	1	8.945698e-05	0	0	3	3	0	2	1	1	0	2	1	0	0	1	0	3	17	0	0	3.814377e-06	1.127307e-05	0	8.539856e-06	0
chr12	 12111818	 12111838	chr12-254	   56.90	+	ENSG00000121380	BCL2L14	intron	intron	intron	1	0.0001808297	3	3	3	3	1	1	1	0	1	2	0	3	1	2	0	3	27	0	0	1.907189e-06	0	0	8.539856e-06	1.49363e-05
chr12	 12585231	 12585251	chr12-25915	    3.08	+			Other|unannotated	Other	Other	2	9.032672e-05	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	3	6	7.605141e-05	1.653847e-06	1.907189e-06	0	0	0	0
chr12	 14498701	 14498721	chr12-499	   30.80	+	ENSG00000171681	ATF7IP	3'UTR	3'UTR	3'UTR	1	8.261852e-05	2	2	3	3	1	2	1	1	1	3	1	2	0	0	0	3	25	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr12	 14502269	 14502289	chr12-537	   42.70	+	ENSG00000171681	ATF7IP	3'UTR	3'UTR	3'UTR	1	0.000201561	2	3	3	3	2	1	1	1	2	3	0	1	0	0	2	3	27	0	0	1.907189e-06	1.127307e-05	0	0	4.480889e-05
chr12	 14786615	 14786635	chr12-4717	   11.00	-	ENSG00000084463	WBP11	3'UTR	3'UTR	3'UTR	1	3.596327e-05	2	3	1	3	1	2	0	0	0	2	1	0	0	0	0	3	18	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr12	 14801393	 14801413	chr12-115	  114.10	-	ENSG00000084463	WBP11	5'UTR|downstream 10K|CDS_Retained_intron	5'UTR	5'UTR	3	0.0002909613	3	3	3	3	2	2	1	2	1	4	1	3	0	0	2	4	34	0	8.269233e-06	3.814377e-06	1.127307e-05	0	0	1.49363e-05
chr12	 15621018	 15621038	chr12-1852	   14.10	-	ENSG00000151491	EPS8	3'UTR	3'UTR	3'UTR	1	0.0001273452	1	2	2	3	1	1	0	1	1	2	0	0	0	1	0	3	18	0	1.653847e-06	0	1.127307e-05	3.563538e-05	0	0
chr12	 16830639	 16830659	chr12-2952	   27.80	-			unannotated	UnAn	UnAn	1	7.953053e-05	3	3	3	3	2	2	0	0	1	2	0	0	0	0	1	4	24	0	3.307693e-06	1.907189e-06	0	0	8.539856e-06	1.49363e-05
chr12	 16880096	 16880116	chr12-8052	    6.61	-			unannotated	UnAn	UnAn	1	0.0001074314	1	0	0	0	1	1	1	1	0	0	2	0	0	0	0	3	10	7.605141e-05	4.96154e-06	1.907189e-06	0	0	0	0
chr12	 19456022	 19456042	chr12-154	   85.50	-				UnAn	UnAn	0	0.0002578361	2	3	3	3	2	2	2	0	0	4	2	0	0	2	3	4	32	0	2.976924e-05	1.907189e-05	0	0	8.539856e-06	1.49363e-05
chr12	 19518227	 19518247	chr12-11957	    5.29	+	ENSG00000139154	AEBP2	3'UTR|intron|Other	3'UTR	3'UTR	3	0.000151764	3	2	3	2	0	2	0	0	1	2	0	0	0	0	2	5	22	0	4.96154e-06	3.814377e-06	1.127307e-05	0	8.539856e-06	4.480889e-05
chr12	 19518262	 19518282	chr12-352	   33.90	+	ENSG00000139154	AEBP2	3'UTR|intron	3'UTR	3'UTR	2	0.0003068769	3	3	3	3	2	2	1	1	2	4	2	1	1	0	2	5	35	0	4.96154e-06	5.721566e-06	1.127307e-05	3.563538e-05	0	5.974519e-05
chr12	 19520068	 19520088	chr12-489	   39.20	+	ENSG00000139154	AEBP2	3'UTR|intron	3'UTR	3'UTR	2	0.0001950966	3	3	3	3	1	1	1	0	1	3	4	2	1	0	1	3	30	7.605141e-05	3.307693e-06	5.721566e-06	0	0	0	0
chr12	 20551459	 20551479	chr12-135	  192.20	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0008086086	3	3	3	3	2	2	1	1	3	4	2	2	2	2	3	4	40	0.0001521028	4.96154e-06	1.335032e-05	0	0	2.561957e-05	0
chr12	 20551459	 20551479	chr12-135	  192.20	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0008086086	3	3	3	3	2	2	1	1	3	4	2	2	2	2	3	4	40	0.0001521028	4.96154e-06	1.335032e-05	0	0	2.561957e-05	0
chr12	 20551519	 20551539	chr12-131	   61.30	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0005684283	3	3	3	3	2	2	2	1	2	4	2	2	2	2	3	5	41	7.605141e-05	3.307693e-06	7.628754e-06	0	0	3.415942e-05	2.987259e-05
chr12	 20551519	 20551539	chr12-131	   61.30	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0005684283	3	3	3	3	2	2	2	1	2	4	2	2	2	2	3	5	41	7.605141e-05	3.307693e-06	7.628754e-06	0	0	3.415942e-05	2.987259e-05
chr12	 20553177	 20553197	chr12-167	   56.90	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0003133139	3	3	3	3	2	2	1	0	2	3	0	0	0	1	2	4	29	0	8.269233e-06	2.288626e-05	0	0	8.539856e-06	2.987259e-05
chr12	 20553177	 20553197	chr12-167	   56.90	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0003133139	3	3	3	3	2	2	1	0	2	3	0	0	0	1	2	4	29	0	8.269233e-06	2.288626e-05	0	0	8.539856e-06	2.987259e-05
chr12	 20554045	 20554065	chr12-147	   60.40	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	0.000467262	2	3	3	3	2	2	1	1	3	3	1	2	1	1	2	3	33	0	1.819231e-05	1.335032e-05	0	3.563538e-05	0	0
chr12	 20554045	 20554065	chr12-147	   60.40	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	0.000467262	2	3	3	3	2	2	1	1	3	3	1	2	1	1	2	3	33	0	1.819231e-05	1.335032e-05	0	3.563538e-05	0	0
chr12	 20554139	 20554159	chr12-638	   27.30	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	0.000194288	3	3	3	3	2	2	1	0	2	4	1	0	2	0	2	5	33	0	1.157693e-05	1.144313e-05	3.38192e-05	0	1.707971e-05	1.49363e-05
chr12	 20554139	 20554159	chr12-638	   27.30	+	ENSG00000172572	PDE3A	intron|CDS_Retained_intron	CDS_RI	intron	2	0.000194288	3	3	3	3	2	2	1	0	2	4	1	0	2	0	2	5	33	0	1.157693e-05	1.144313e-05	3.38192e-05	0	1.707971e-05	1.49363e-05
chr12	 22412181	 22412201	chr12-9212	    5.29	+	ENSG00000250166	C2CD5-AS1	intron|Other|lncRNA	lncRNA	ncRNA	3	2.781487e-05	1	0	0	1	1	1	0	0	0	0	0	0	0	1	0	3	8	0	1.653847e-06	5.721566e-06	0	0	0	1.49363e-05
chr12	 22685566	 22685586	chr12-1295	   19.40	+	ENSG00000139163	ETNK1	3'UTR	3'UTR	3'UTR	1	0.000119706	1	3	3	3	2	1	1	0	1	1	0	0	0	1	2	3	22	0	1.653847e-06	1.907189e-06	0	0	8.539856e-06	0
chr12	 22686202	 22686222	chr12-86	  108.40	+	ENSG00000139163	ETNK1	3'UTR	3'UTR	3'UTR	1	0.0004095702	3	3	3	3	2	2	2	1	1	3	3	3	0	0	2	5	36	0	1.653847e-06	1.907189e-06	2.254614e-05	3.563538e-05	0	2.987259e-05
chr12	 22686883	 22686903	chr12-15	  420.90	+	ENSG00000139163	ETNK1	3'UTR	3'UTR	3'UTR	1	0.00135534	3	3	3	3	2	2	1	2	2	3	3	3	1	1	3	5	40	0	1.653847e-05	3.814377e-06	3.38192e-05	3.563538e-05	0	7.468148e-05
chr12	 22688336	 22688356	chr12-1577	   21.20	+	ENSG00000139163	ETNK1	3'UTR	3'UTR	3'UTR	1	5.962377e-05	2	2	3	3	0	2	1	1	0	2	1	0	0	0	1	3	21	0	1.653847e-06	1.907189e-06	1.127307e-05	0	0	0
chr12	 22688930	 22688950	chr12-372	   42.30	+	ENSG00000139163	ETNK1	3'UTR	3'UTR	3'UTR	1	0.0002049466	1	3	3	3	1	2	1	1	1	3	1	3	1	0	0	3	27	0	0	1.907189e-06	1.127307e-05	7.127076e-05	0	0
chr12	 23531669	 23531689	chr12-40	  308.50	-	ENSG00000134532	SOX5	3'UTR	3'UTR	3'UTR	1	0.000874212	3	3	3	3	2	2	1	2	2	4	3	3	1	2	2	5	41	0	1.653847e-06	7.628754e-06	2.254614e-05	3.563538e-05	0	2.987259e-05
chr12	 24816576	 24816596	chr12-29	  208.00	-	ENSG00000060982	BCAT1	3'UTR	3'UTR	3'UTR	1	0.0005107553	3	3	3	3	2	2	1	1	2	4	1	1	1	0	3	3	33	0	1.157693e-05	5.721566e-06	0	0	0	5.974519e-05
chr12	 24817525	 24817545	chr12-322	   38.30	-	ENSG00000060982	BCAT1	3'UTR	3'UTR	3'UTR	1	0.000136467	3	3	3	3	1	1	0	1	2	3	0	0	0	0	2	3	25	0	3.307693e-06	1.907189e-06	1.127307e-05	0	0	0
chr12	 25206911	 25206931	chr12-512	   35.30	-	ENSG00000133703	KRAS	3'UTR	3'UTR	3'UTR	1	0.0001205552	3	2	3	3	1	2	1	1	1	3	0	1	0	0	0	3	24	0	1.653847e-06	1.907189e-06	0	3.563538e-05	0	0
chr12	 25208145	 25208165	chr12-146	  129.10	-	ENSG00000133703	KRAS	3'UTR	3'UTR	3'UTR	1	0.0003781361	3	3	3	3	2	2	0	1	1	3	1	4	2	0	1	4	33	0	8.269233e-06	5.721566e-06	1.127307e-05	3.563538e-05	0	0
chr12	 25208484	 25208504	chr12-214	   50.20	-	ENSG00000133703	KRAS	3'UTR	3'UTR	3'UTR	1	0.0002047102	2	3	3	3	2	2	1	1	0	4	0	0	0	1	1	3	26	0	4.96154e-06	0	0	0	8.539856e-06	5.974519e-05
chr12	 26965644	 26965664	chr12-693	   22.50	+	ENSG00000111790	FGFR1OP2	3'UTR	3'UTR	3'UTR	1	7.915658e-05	1	2	3	3	1	0	0	0	1	2	1	0	0	1	2	4	21	0	3.307693e-06	5.721566e-06	1.127307e-05	0	8.539856e-06	0
chr12	 27693998	 27694018	chr12-1878	   13.70	+	ENSG00000110841	PPFIBP1	3'UTR	3'UTR	3'UTR	1	5.845099e-05	1	3	3	3	1	1	0	0	1	1	0	0	0	0	2	3	19	0	1.653847e-06	0	1.127307e-05	0	8.539856e-06	0
chr12	 27694743	 27694763	chr12-2066	   11.90	+	ENSG00000110841	PPFIBP1	3'UTR	3'UTR	3'UTR	1	0.0002985708	1	2	2	2	1	1	1	0	1	2	0	0	0	0	1	3	17	0	0	1.907189e-06	2.254614e-05	3.563538e-05	0	0
chr12	 27695028	 27695048	chr12-766	   26.90	+	ENSG00000110841	PPFIBP1	3'UTR	3'UTR	3'UTR	1	0.0001475337	0	2	3	3	1	1	1	1	1	4	1	1	0	0	0	4	23	0	6.615386e-06	1.907189e-06	3.38192e-05	3.563538e-05	0	0
chr12	 29394367	 29394387	chr12-20	  518.70	+	ENSG00000257599	OVCH1-AS1	intron|Other|lncRNA	lncRNA	ncRNA	3	0.001825901	3	3	3	3	2	2	1	1	2	4	3	1	0	4	3	6	41	0	6.615386e-06	1.907189e-06	0.0001465499	0.0003207184	1.707971e-05	1.49363e-05
chr12	 30775986	 30776006	chr12-5580	    7.49	+	ENSG00000235884	LINC00941	intron|TE|lncRNA	lncRNA	ncRNA	3	0.0001009139	0	0	0	0	1	1	0	0	0	0	1	0	0	2	1	3	9	7.605141e-05	4.96154e-06	9.535943e-06	0	0	0	0
chr12	 31614924	 31614944	chr12-995	   20.30	-			downstream 10K	DS10K	DS10K	1	6.718963e-05	0	3	3	3	1	1	0	0	0	2	1	1	0	1	2	3	21	0	0	3.814377e-06	0	0	8.539856e-06	1.49363e-05
chr12	 31615083	 31615103	chr12-2142	   18.10	-	ENSG00000233381	AK4P3	3'UTR	3'UTR	3'UTR	1	0.0001449766	0	2	2	3	2	1	1	1	0	2	0	0	0	0	1	5	20	7.605141e-05	1.653847e-06	1.907189e-06	1.127307e-05	0	0	1.49363e-05
chr12	 32726038	 32726058	chr12-221	  224.30	-				UnAn	UnAn	0	0.000613082	3	3	3	3	2	2	1	1	2	3	0	1	3	2	3	4	36	0	1.653847e-06	7.628754e-06	4.509227e-05	0	8.539856e-06	0
chr12	 32726242	 32726262	chr12-337	   74.90	-				UnAn	UnAn	0	0.0002931108	2	3	3	3	2	2	0	1	0	3	1	1	0	2	4	4	31	0	1.323077e-05	2.097907e-05	0	0	1.707971e-05	1.49363e-05
chr12	 32744967	 32744987	chr12-651	   23.80	+	ENSG00000087470	DNM1L	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0002743908	2	3	3	3	1	2	1	1	1	3	0	1	0	0	2	3	26	0	0	1.907189e-06	1.127307e-05	3.563538e-05	0	0
chr12	 32790955	 32790975	chr12-470	   33.50	-	ENSG00000057294	PKP2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0001004443	1	3	3	3	0	2	0	0	0	2	1	0	0	0	0	3	18	0	8.269233e-06	7.628754e-06	0	0	0	2.987259e-05
chr12	 32791089	 32791109	chr12-44	  138.80	-	ENSG00000057294	PKP2	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0007835967	3	3	3	3	2	2	1	2	2	4	1	2	1	0	3	7	39	7.605141e-05	9.92308e-06	5.721566e-06	4.509227e-05	3.563538e-05	4.269928e-05	7.468148e-05
chr12	 39293715	 39293735	chr12-55	  152.50	-	ENSG00000139116	KIF21A	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.000644985	3	3	3	3	2	2	1	1	1	3	2	1	1	1	3	5	35	0	3.307693e-06	3.814377e-06	3.38192e-05	0.0001069061	3.415942e-05	0
chr12	 41917499	 41917519	chr12-27550	    2.64	+			Other	Other	Other	1	9.334478e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	7.605141e-05	4.96154e-06	5.721566e-06	0	0	0	0
