chr	start	end	name	score	strand	gene	external_gene_name	annotation	finalized_annotation	grouped_annotation	annotation_count	TOTAL_TagCount	Nuc_F_M_BC	Nuc_F_S_BC	Cyto_F_M_BC	Cyto_F_S_BC	NLS_I_M_BC	NLS_I_S_BC	NES_I_M_BC	NES_I_S_BC	G3BP_I_M_BC	G3BP_I_S_BC	NLS_E_M_BC	NLS_E_S_BC	NES_E_M_BC	NES_E_S_BC	G3BP_E_M_BC	G3BP_E_S_BC	TOTAL_BC	G3BP_E_M_1	G3BP_E_M_2	G3BP_E_M_3	G3BP_E_M_4	G3BP_E_M_5	G3BP_E_M_6
chr14	 69380304	 69380324	chr14-15	  146.80	-	ENSG00000100632	ERH	3'UTR	3'UTR	3'UTR	1	0.0009304484	3	3	3	3	2	2	2	2	2	4	3	2	2	3	3	5	44	0	9.915389e-05	0	0	1.495949e-05	2.012232e-05
chr14	 70144315	 70144335	chr14-242	   42.70	-	ENSG00000100678	SLC8A3	intron	intron	intron	1	0.0004816225	1	3	3	2	1	1	0	1	0	3	2	2	0	2	3	4	28	0.0001579779	0	0	0	2.991898e-06	4.236278e-06
chr14	 73121210	 73121230	chr14-7	  294.40	+	ENSG00000119707	RBM25	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0007681474	3	3	3	3	2	2	2	1	2	3	2	1	0	1	3	4	35	0	1.322052e-05	0	0	2.991898e-06	4.236278e-06
chr14	 77115257	 77115277	chr14-252	   33.50	+	ENSG00000198894	CIPC	3'UTR|intron|Other	3'UTR	3'UTR	3	0.0001346089	3	3	3	3	2	1	1	1	1	4	0	1	0	0	3	3	29	0	6.610259e-06	0	0	1.495949e-05	1.05907e-06
chr14	 89162205	 89162225	chr14-138	   56.00	-	ENSG00000053254	FOXN3	3'UTR|intron	3'UTR	3'UTR	2	0.0002516277	3	3	3	3	1	2	1	0	2	4	1	0	0	2	3	3	31	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr14	 90405581	 90405601	chr14-12	  329.70	+	ENSG00000198668	CALM1	3'UTR	3'UTR	3'UTR	1	0.0009123771	3	3	3	3	2	2	1	2	1	4	2	1	0	0	3	4	34	0	1.322052e-05	0	0	2.393518e-05	2.118139e-05
chr14	 91829049	 91829069	chr14-11099	    4.41	+			unannotated	UnAn	UnAn	1	2.363737e-05	0	1	0	1	1	0	0	0	0	0	0	0	0	0	3	1	7	0	6.610259e-06	0	0	2.991898e-06	3.177209e-06
chr14	 91865374	 91865394	chr14-2095	   12.30	-	ENSG00000165929	TC2N	downstream 10K|intron	intron	intron	2	0.0001308313	0	1	1	1	1	1	0	0	0	1	1	1	0	1	3	4	16	0	1.322052e-05	0	0	2.991898e-06	1.05907e-06
chr14	 91865379	 91865399	chr14-10333	    3.08	+			Other|unannotated	Other	Other	2	1.305135e-05	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	5	0	6.610259e-06	0	0	2.991898e-06	2.118139e-06
chr14	102081472	102081492	chr14-32	  119.40	-	ENSG00000080824	HSP90AA1	3'UTR	3'UTR	3'UTR	1	0.0004816483	3	3	3	3	2	1	1	1	2	4	0	3	0	1	3	3	33	0	0	6.775068e-05	0	2.991898e-06	1.05907e-06
chr14	102081608	102081628	chr14-1	  531.50	-	ENSG00000080824	HSP90AA1	3'UTR	3'UTR	3'UTR	1	0.001735989	3	3	3	3	2	2	2	2	3	4	1	3	0	1	3	5	40	0	6.610259e-05	0	0	2.094329e-05	3.177209e-05
chr14	103519694	103519714	chr14-6	  734.70	-	ENSG00000166165	CKB	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.001726318	3	3	3	3	2	2	1	1	2	4	2	2	1	4	3	4	40	0	6.610259e-06	0	0	1.795139e-05	1.270884e-05
chr15	 34462432	 34462452	chr15-660	  107.50	+			TE|unannotated	TE	TE	2	0.0005281538	0	0	0	0	2	2	1	1	2	4	3	4	2	4	3	2	30	0	6.610259e-06	6.775068e-05	0	0	4.236278e-06
chr15	 41482549	 41482569	chr15-12	  230.90	+	ENSG00000137815	RTF1	3'UTR	3'UTR	3'UTR	1	0.0007335601	3	3	3	3	2	2	1	1	2	4	3	2	1	3	3	5	41	0	1.322052e-05	0	0	2.991898e-06	7.413487e-06
chr15	 41576655	 41576675	chr15-221	   33.50	-			TE|unannotated	TE	TE	2	0.0006756209	0	0	2	2	1	1	0	0	0	2	2	2	0	2	4	3	21	0.0003159558	2.644104e-05	0	0	5.983796e-06	5.295348e-06
chr15	 43771498	 43771518	chr15-30	   97.80	+	ENSG00000167004	PDIA3	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0003708564	3	3	3	3	2	2	1	0	2	3	1	0	0	0	3	4	30	0	6.610259e-06	6.775068e-05	0	0	3.177209e-06
chr15	 43988812	 43988832	chr15-369	  177.20	-	ENSG00000171877	FRMD5	intron	intron	intron	1	0.0008625775	3	3	3	3	2	2	1	2	3	4	2	2	2	4	3	4	43	0	0	0.000203252	0	1.196759e-05	1.270884e-05
chr15	 43988921	 43988941	chr15-388	   20.30	-	ENSG00000171877	FRMD5	intron	intron	intron	1	8.188739e-05	1	3	3	3	1	1	1	1	1	2	1	1	0	1	3	1	24	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr15	 43989005	 43989025	chr15-19	  256.10	-	ENSG00000171877	FRMD5	intron	intron	intron	1	0.001282011	3	3	3	3	2	2	1	1	2	4	4	3	2	3	4	5	45	0	1.322052e-05	0.0001355014	0	2.094329e-05	7.413487e-06
chr15	 45057329	 45057349	chr15-2251	    6.61	+	ENSG00000140263	SORD	intron|Other|CDS_Retained_intron	Other	Other	3	2.419408e-05	0	1	2	2	1	1	0	0	0	1	0	0	0	0	3	2	13	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr15	 45361524	 45361544	chr15-15	  179.80	-	ENSG00000171766	GATM	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0004122257	3	3	3	3	2	2	1	2	2	3	0	1	0	0	3	2	30	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr15	 52547317	 52547337	chr15-27	   83.70	-	ENSG00000128989	ARPP19	3'UTR	3'UTR	3'UTR	1	0.0004203539	3	3	3	3	2	2	1	1	2	4	1	1	1	0	3	3	33	0	6.610259e-06	6.775068e-05	0	0	2.118139e-06
chr15	 52751858	 52751878	chr15-2	  565.40	-			downstream 10K	DS10K	DS10K	1	0.002070175	3	3	3	3	2	2	1	1	2	4	2	1	0	2	4	6	39	0	1.983078e-05	0	0.0002145002	1.495949e-05	1.906325e-05
chr15	 52755420	 52755440	chr15-17	  178.50	-	ENSG00000169856	ONECUT1	3'UTR	3'UTR	3'UTR	1	0.0005586054	3	3	3	3	2	2	1	1	1	3	2	1	0	3	3	4	35	0	0	6.775068e-05	0	2.991898e-06	2.118139e-06
chr15	 70048984	 70049004	chr15-8	  180.30	-	ENSG00000140332	TLE3	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0004940961	3	3	3	3	2	2	0	1	1	3	0	0	0	3	3	3	30	0	6.610259e-06	0	0	1.495949e-05	2.118139e-06
chr15	 73560791	 73560811	chr15-74	   67.40	-	ENSG00000156642	NPTN	3'UTR	3'UTR	3'UTR	1	0.0002500313	3	3	3	3	2	2	1	1	2	4	1	1	1	2	3	2	34	0	6.610259e-06	0	0	2.991898e-06	4.236278e-06
chr15	 74596811	 74596831	chr15-3	  367.60	+	ENSG00000179361	ARID3B	3'UTR	3'UTR	3'UTR	1	0.00140143	3	3	3	3	2	2	1	2	2	4	3	3	2	2	4	6	45	0	1.322052e-05	6.775068e-05	0	1.495949e-05	1.482697e-05
chr15	 78897257	 78897277	chr15-1	 1018.90	+	ENSG00000185787	MORF4L1	3'UTR	3'UTR	3'UTR	1	0.002800607	3	3	3	3	2	2	2	2	2	4	3	3	1	4	3	6	46	0	1.322052e-05	0	0	2.692708e-05	1.906325e-05
chr15	 81003799	 81003819	chr15-22	  112.40	+	ENSG00000140406	TLNRD1	3'UTR	3'UTR	3'UTR	1	0.0003169367	2	3	3	3	2	2	0	1	2	4	1	1	0	1	3	2	30	0	6.610259e-06	0	0	2.692708e-05	7.413487e-06
chr15	 81003909	 81003929	chr15-833	   12.80	+	ENSG00000140406	TLNRD1	3'UTR	3'UTR	3'UTR	1	4.655752e-05	2	2	3	3	2	2	0	1	0	2	0	0	0	0	3	0	20	0	6.610259e-06	0	0	2.991898e-06	2.118139e-06
chr15	 88002181	 88002201	chr15-3486	    4.85	-	ENSG00000140538	NTRK3	intron	intron	intron	1	2.278256e-05	0	1	2	0	0	1	0	0	0	2	0	0	0	1	3	0	10	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr15	 89196660	 89196680	chr15-831	   13.70	+	ENSG00000140526	ABHD2	3'UTR	3'UTR	3'UTR	1	0.0003658848	3	1	3	1	1	2	0	1	1	2	0	0	1	0	4	1	21	0	6.610259e-06	6.775068e-05	0.0002145002	0	1.05907e-06
chr15	 89318384	 89318404	chr15-560	   15.90	-	ENSG00000140521	POLG	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	4.236538e-05	3	3	2	3	1	1	0	0	0	2	0	1	0	0	3	0	19	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr15	 89335110	 89335130	chr15-1245	   56.40	+	ENSG00000261441	POLG-DT	tRNA|lncRNA	lncRNA	ncRNA	2	0.0004995644	3	3	3	3	2	2	1	2	1	2	1	2	2	2	4	0	33	0	6.610259e-06	6.775068e-05	0	5.983796e-06	1.05907e-06
chr15	 96337911	 96337931	chr15-120	   41.40	+	ENSG00000185551	NR2F2	3'UTR	3'UTR	3'UTR	1	0.0001456953	2	3	3	3	2	2	0	0	1	2	1	1	1	0	3	2	26	0	6.610259e-06	0	0	1.795139e-05	1.05907e-06
chr16	  7131351	  7131371	chr16-241	   32.60	-				UnAn	UnAn	0	0.0003120448	1	2	1	2	1	1	1	0	0	3	1	2	0	2	3	4	24	0	2.644104e-05	0	0	8.975694e-06	1.05907e-06
chr16	 15564349	 15564369	chr16-14	  190.80	+	ENSG00000166780	BMERB1	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0005686674	3	3	3	3	2	2	2	1	2	5	1	3	0	2	3	4	39	0	6.610259e-06	0	0	8.975694e-06	5.295348e-06
chr16	 16806566	 16806586	chr16-674	   13.70	-			unannotated	UnAn	UnAn	1	9.015057e-05	0	0	0	0	1	1	1	0	1	1	2	1	1	1	3	3	16	0	1.983078e-05	0	0	2.991898e-06	2.118139e-06
chr16	 18791694	 18791714	chr16-46	   63.50	-	ENSG00000170540	ARL6IP1	3'UTR|intron	3'UTR	3'UTR	2	0.0001883426	1	3	3	3	2	2	0	1	1	3	0	2	1	2	3	3	30	0	6.610259e-06	0	0	2.991898e-06	2.118139e-06
chr16	 18950157	 18950177	chr16-154	  163.50	+			unannotated	UnAn	UnAn	1	0.0006408743	3	3	3	3	2	2	2	1	2	4	2	3	2	3	3	4	42	0	6.610259e-06	0	0	2.991898e-06	3.177209e-06
chr16	 24923726	 24923746	chr16-957	   13.70	+			TE|unannotated	TE	TE	2	0.0003702576	1	0	0	0	1	0	0	0	0	1	1	1	0	2	3	3	13	0.0001579779	1.322052e-05	0	0	2.991898e-06	0
chr16	 26032415	 26032435	chr16-52	   53.30	-				UnAn	UnAn	0	0.000278654	3	2	3	3	1	2	0	1	1	4	1	2	0	1	3	5	32	0	6.610259e-06	0	0	2.692708e-05	9.531626e-06
chr16	 30085311	 30085331	chr16-23	   74.90	+	ENSG00000149923	PPP4C	3'UTR|Other|CDS_Retained_intron	3'UTR	3'UTR	3	0.0002359097	3	3	3	3	2	2	0	0	2	3	0	2	1	1	3	3	31	0	6.610259e-06	0	0	5.983796e-06	5.295348e-06
chr16	 30740084	 30740104	chr16-15	  214.60	+	ENSG00000080603	SRCAP	3'UTR|intron|Other	3'UTR	3'UTR	3	0.0004917508	3	3	3	3	1	2	0	1	1	3	2	1	0	0	3	3	29	0	6.610259e-06	0	0	2.094329e-05	4.236278e-06
chr16	 30752810	 30752830	chr16-8405	    2.64	+	ENSG00000156873	PHKG2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	7.395039e-05	0	1	0	1	0	1	0	0	0	0	0	0	0	0	3	0	6	0	0	6.775068e-05	0	2.991898e-06	1.05907e-06
chr16	 34160674	 34160694	chr16-27	  228.70	+				UnAn	UnAn	0	0.001144939	3	3	3	3	2	2	2	2	1	4	3	4	3	3	3	1	42	0	6.610259e-06	0	0	2.991898e-05	9.531626e-06
chr16	 51646992	 51647012	chr16-107	   41.90	+	ENSG00000224578	HNRNPA1L3	3'UTR	3'UTR	3'UTR	1	0.0001143792	1	2	3	3	2	0	1	0	0	3	0	0	0	0	3	2	20	0	1.322052e-05	0	0	5.983796e-06	2.118139e-06
chr16	 51647042	 51647062	chr16-12	  458.80	+	ENSG00000224578	HNRNPA1L3	3'UTR	3'UTR	3'UTR	1	0.001415948	3	3	3	3	2	2	2	1	2	4	2	3	1	1	4	4	40	0	5.288207e-05	6.775068e-05	0	8.975694e-06	1.270884e-05
chr16	 55720214	 55720234	chr16-146	   36.60	-			unannotated	UnAn	UnAn	1	0.0001053516	0	3	3	3	1	2	2	0	0	2	0	0	0	1	3	2	22	0	1.322052e-05	0	0	2.991898e-06	1.05907e-06
chr16	 58163241	 58163261	chr16-7	  152.50	-	ENSG00000070770	CSNK2A2	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.000508238	3	3	3	3	2	2	1	1	2	3	0	1	2	0	3	4	33	0	0	6.775068e-05	0	5.983796e-06	1.694511e-05
chr16	 58531653	 58531673	chr16-546	   17.60	-	ENSG00000125107	CNOT1	intron|CDS_Retained_intron	CDS_RI	intron	2	6.026739e-05	1	2	2	3	1	1	1	0	0	3	0	1	0	0	3	0	18	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr16	 67871181	 67871201	chr16-1	 1709.50	+	ENSG00000102898	NUTF2	3'UTR|CDS|intron|Other|CDS_Retained_intron	3'UTR	3'UTR	5	0.005568165	3	3	3	3	2	2	2	2	3	5	3	2	2	4	5	6	50	0	0.0001983078	6.775068e-05	0.0002145002	4.787037e-05	3.49493e-05
chr16	 69301242	 69301262	chr16-30	  110.20	+	ENSG00000168807	SNTB2	3'UTR|intron	3'UTR	3'UTR	2	0.0006075026	3	3	3	3	2	2	1	1	1	4	3	2	1	1	4	5	39	0.0001579779	6.610259e-06	0	0	2.991898e-06	3.177209e-06
chr16	 70248965	 70248985	chr16-284	   23.40	-	ENSG00000223496	EXOSC6	3'UTR	3'UTR	3'UTR	1	0.0002567715	2	3	3	3	1	2	1	0	1	3	1	0	0	0	3	2	25	0.0001579779	0	0	0	5.983796e-06	2.118139e-06
chr16	 78962310	 78962330	chr16-170	   44.50	-			unannotated	UnAn	UnAn	1	0.0004239099	1	1	3	2	1	1	0	0	1	3	2	2	0	2	4	4	27	0.0001579779	3.30513e-05	0	0	2.991898e-06	4.236278e-06
chr16	 80665506	 80665526	chr16-7767	    2.20	+			unannotated	UnAn	UnAn	1	1.765278e-05	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	4	0	1.322052e-05	0	0	2.991898e-06	1.05907e-06
chr16	 87408615	 87408635	chr16-25	   88.10	-	ENSG00000140948	ZCCHC14	3'UTR	3'UTR	3'UTR	1	0.0003749844	3	3	3	3	2	2	1	1	2	4	1	3	1	1	3	5	38	0	6.610259e-06	0	0	2.991898e-06	2.118139e-06
chr17	  1345270	  1345290	chr17-4	  513.90	-	ENSG00000108953	YWHAE	3'UTR	3'UTR	3'UTR	1	0.002028285	3	3	3	3	2	2	2	2	3	4	2	2	3	3	3	5	45	0	8.593337e-05	0	0	5.086226e-05	4.765813e-05
chr17	  2156042	  2156062	chr17-3694	    7.05	-	ENSG00000070366	SMG6	intron|CDS_Retained_intron	CDS_RI	intron	2	0.0002698637	1	0	0	1	1	1	0	0	0	1	1	0	0	0	3	3	12	0.0001579779	6.610259e-06	0	0	0	2.118139e-06
chr17	  2307930	  2307950	chr17-269	   46.30	+	ENSG00000167720	SRR	intron	intron	intron	1	0.000129877	2	2	3	3	1	2	0	0	0	3	0	1	1	0	3	2	23	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr17	  4945667	  4945687	chr17-39	  304.10	-	ENSG00000108518	PFN1	3'UTR	3'UTR	3'UTR	1	0.0006705558	3	3	3	3	1	2	0	1	1	4	1	1	0	1	3	3	30	0	6.610259e-06	0	0	1.795139e-05	9.531626e-06
chr17	  4945790	  4945810	chr17-7	  383.00	-	ENSG00000108518	PFN1	3'UTR	3'UTR	3'UTR	1	0.001656292	3	3	3	3	2	2	2	1	2	4	2	3	2	2	3	5	42	0	1.322052e-05	0.0001355014	0	0	4.236278e-06
chr17	  7312128	  7312148	chr17-27	  166.60	+	ENSG00000132507	EIF5A	3'UTR|Other	3'UTR	3'UTR	2	0.001236072	3	3	3	3	2	2	1	2	2	4	2	1	2	3	4	5	42	0	1.983078e-05	0	0.0002145002	2.692708e-05	2.118139e-06
chr17	  7319388	  7319408	chr17-723	   23.40	-	ENSG00000215041	NEURL4	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0005039478	0	0	1	0	1	1	1	0	0	1	1	2	0	2	4	4	18	0.0003159558	1.983078e-05	0	0	2.991898e-06	1.05907e-06
chr17	  7514579	  7514599	chr17-37	  199.20	+	ENSG00000181222	POLR2A		UnAn	UnAn	0	0.0006831861	3	3	3	3	2	2	1	2	3	3	1	3	1	3	4	5	42	0	6.610259e-06	6.775068e-05	0	5.983796e-06	1.694511e-05
chr17	 13676774	 13676794	chr17-1732	   11.90	+			TE|unannotated	TE	TE	2	6.621025e-05	0	0	0	0	1	1	1	0	0	3	0	1	1	1	3	2	14	0	1.322052e-05	0	0	5.983796e-06	1.05907e-06
chr17	 18209859	 18209879	chr17-138	   72.70	+	ENSG00000091542	ALKBH5	3'UTR|CDS_Retained_intron	3'UTR	3'UTR	2	0.0003999104	3	3	3	3	1	2	1	1	2	4	1	0	1	1	4	3	33	0.0001579779	1.322052e-05	0	0	2.991898e-06	1.05907e-06
chr17	 19062092	 19062112	chr17-44	 1261.80	+	ENSG00000265185	SNORD3B-1	snoRNA	snoRNA	snoRNA	1	0.004499666	3	3	3	3	2	2	2	2	4	4	4	3	3	3	3	5	49	0	1.322052e-05	0	0	4.787037e-05	5.295348e-06
chr17	 19063936	 19063956	chr17-51	 1187.30	-	ENSG00000262074	SNORD3B-2	snoRNA	snoRNA	snoRNA	1	0.004834876	3	3	3	1	2	2	2	2	4	5	4	3	4	4	4	5	51	0.0003159558	1.322052e-05	0	0	5.983796e-05	3.177209e-06
chr17	 19112436	 19112456	chr17-46	 1229.20	-	ENSG00000262202		lncRNA|snoRNA	lncRNA	ncRNA	2	0.004797772	3	3	3	2	2	2	2	2	3	5	4	4	3	4	5	6	53	0.0001579779	1.983078e-05	6.775068e-05	0	4.787037e-05	7.413487e-06
chr17	 19188196	 19188216	chr17-50	 1262.20	+	ENSG00000263934	SNORD3A	snoRNA	snoRNA	snoRNA	1	0.005110152	3	3	3	3	2	2	2	2	4	4	4	4	4	4	4	6	54	0.0001579779	1.322052e-05	0	0	5.385416e-05	7.413487e-06
chr17	 19190039	 19190059	chr17-55	 1211.50	-	ENSG00000264940	SNORD3C	snoRNA	snoRNA	snoRNA	1	0.004423969	3	3	3	3	2	2	2	2	4	3	4	4	4	4	3	6	52	0	1.322052e-05	0	0	5.385416e-05	6.354418e-06
chr17	 20788937	 20788957	chr17-60	  264.00	+	ENSG00000264215		lncRNA	lncRNA	ncRNA	1	0.001327478	3	3	3	3	2	2	2	1	2	4	4	3	3	4	4	6	49	0	3.30513e-05	0	0.0002145002	5.983796e-06	2.118139e-05
chr17	 22524639	 22524659	chr17-124	  245.50	+			tRNA	tRNA	ncRNA	1	0.0006057057	3	3	3	3	2	2	2	1	2	4	3	3	1	1	3	1	37	0	1.322052e-05	0	0	2.991898e-06	3.177209e-06
chr17	 28327626	 28327646	chr17-82	  115.50	+	ENSG00000109084	TMEM97	3'UTR	3'UTR	3'UTR	1	0.0003004593	3	3	3	3	2	2	1	1	2	2	0	2	0	1	3	2	30	0	6.610259e-06	0	0	5.983796e-06	3.177209e-06
chr17	 29264236	 29264256	chr17-9	  358.30	-	ENSG00000108256	NUFIP2	3'UTR	3'UTR	3'UTR	1	0.001360609	3	3	3	3	2	2	1	1	3	4	2	4	0	4	4	5	44	0	6.610259e-06	6.775068e-05	0	1.495949e-05	7.413487e-06
chr17	 30465173	 30465193	chr17-38	  196.60	+	ENSG00000108582	CPD	3'UTR|intron	3'UTR	3'UTR	2	0.0004768433	3	3	3	3	2	2	1	1	1	3	1	1	0	1	3	3	31	0	6.610259e-06	0	0	2.991898e-06	5.295348e-06
chr17	 30484932	 30484952	chr17-1005	   14.10	+	ENSG00000108587	GOSR1	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	5.863507e-05	2	3	2	1	1	1	1	0	1	1	0	0	0	0	3	0	16	0	2.644104e-05	0	0	2.991898e-06	1.05907e-06
chr17	 30634085	 30634105	chr17-119	  173.60	+	ENSG00000214719		intron|lncRNA	lncRNA	ncRNA	2	0.0005406544	3	3	3	3	2	2	1	1	2	4	1	2	1	2	3	4	37	0	0	6.775068e-05	0	2.991898e-06	8.472557e-06
chr17	 31222091	 31222111	chr17-2063	    9.70	+	ENSG00000196712	NF1	3'UTR|intron	3'UTR	3'UTR	2	3.213406e-05	2	3	1	3	1	1	0	1	1	1	0	1	0	0	3	0	18	0	6.610259e-06	0	0	2.991898e-06	1.05907e-06
chr17	 32481520	 32481540	chr17-15	  338.00	+	ENSG00000108671	PSMD11	3'UTR	3'UTR	3'UTR	1	0.0008373433	3	3	3	3	2	2	1	1	1	3	1	0	1	0	3	3	30	0	6.610259e-06	0	0	5.983796e-06	9.531626e-06
chr17	 35826173	 35826193	chr17-56	  151.20	+	ENSG00000270647	TAF15	downstream 10K|intron|CDS_Retained_intron	CDS_RI	intron	3	0.0004713824	3	3	3	3	2	2	1	1	2	3	2	2	0	1	3	1	32	0	0	6.775068e-05	0	2.991898e-06	4.236278e-06
chr17	 35829339	 35829359	chr17-78	  100.50	+	ENSG00000270647	TAF15	downstream 10K|intron|TE|Other|CDS_Retained_intron	TE	TE	5	0.0002461426	3	3	3	3	2	2	1	1	2	3	1	2	0	1	3	2	32	0	6.610259e-06	0	0	5.983796e-06	4.236278e-06
chr17	 38727142	 38727162	chr17-148	   69.60	+	ENSG00000275023	MLLT6	3'UTR|Other|CDS_Retained_intron	3'UTR	3'UTR	3	0.0002928375	3	3	3	3	1	1	2	0	0	3	1	1	0	1	3	4	29	0	3.966155e-05	0	0	2.094329e-05	4.236278e-06
chr17	 39728539	 39728559	chr17-63	  154.20	+	ENSG00000141736	ERBB2	3'UTR|intron|Other	3'UTR	3'UTR	3	0.0004931288	3	3	3	3	2	2	1	2	2	3	1	2	1	1	3	3	35	0	6.610259e-06	0	0	2.991898e-06	8.472557e-06
chr17	 41974020	 41974040	chr17-10	  238.00	+	ENSG00000173786	CNP	3'UTR|Other	3'UTR	3'UTR	2	0.0008478934	3	3	3	3	2	2	1	1	1	3	1	2	0	1	3	6	35	0	6.610259e-06	0	0	2.991898e-06	1.800418e-05
chr17	 42582981	 42583001	chr17-75	  120.80	+			downstream 10K	DS10K	DS10K	1	0.0003414862	3	3	3	3	2	2	1	1	2	4	1	1	0	1	3	3	33	0	6.610259e-06	0	0	2.991898e-06	2.118139e-06
chr17	 43233857	 43233877	chr17-111	  383.90	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.0011495	3	3	3	3	2	2	2	2	3	4	3	3	2	2	3	2	42	0	1.983078e-05	0	0	8.975694e-06	3.177209e-06
chr17	 43239991	 43240011	chr17-112	  372.40	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001535324	3	3	3	3	2	2	2	2	4	4	3	3	1	2	4	5	46	0	2.644104e-05	6.775068e-05	0	2.991898e-06	6.354418e-06
chr17	 43241251	 43241271	chr17-105	  362.30	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001145399	3	3	3	3	2	2	2	2	3	3	3	3	3	2	3	4	44	0	3.30513e-05	0	0	1.495949e-05	4.236278e-06
chr17	 43245744	 43245764	chr17-89	  368.90	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001205402	3	3	3	3	2	2	2	2	2	4	3	3	2	2	3	5	44	0	2.644104e-05	0	0	1.495949e-05	5.295348e-06
chr17	 43251899	 43251919	chr17-88	  390.00	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001664875	3	3	3	3	2	2	2	2	3	4	3	3	3	2	3	4	45	0.0001579779	3.966155e-05	0	0	0	4.236278e-06
chr17	 43266703	 43266723	chr17-87	  374.60	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001736916	3	3	3	3	2	2	2	2	4	5	2	3	2	2	5	4	47	0.0003159558	6.610259e-06	6.775068e-05	0	1.196759e-05	4.236278e-06
chr17	 43271440	 43271460	chr17-85	  394.90	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001221455	3	3	3	3	2	2	2	2	2	4	4	4	3	2	4	2	45	0	3.966155e-05	6.775068e-05	0	8.975694e-06	5.295348e-06
chr17	 43273171	 43273191	chr17-96	  417.80	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001794111	3	3	3	3	2	2	2	1	3	5	4	3	2	2	5	5	48	0.0001579779	2.644104e-05	6.775068e-05	0	1.196759e-05	8.472557e-06
chr17	 43278048	 43278068	chr17-109	  352.10	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001512484	3	3	3	3	2	2	2	2	3	4	2	3	3	2	4	4	45	0.0001579779	1.322052e-05	6.775068e-05	0	0	7.413487e-06
chr17	 43284210	 43284230	chr17-104	  368.90	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001384673	3	3	3	3	1	2	2	2	4	3	3	3	2	2	4	4	44	0.0001579779	1.322052e-05	0	0	5.983796e-06	9.531626e-06
chr17	 43290361	 43290381	chr17-99	  372.00	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.00140039	3	3	3	3	2	2	2	2	4	4	3	4	3	2	3	5	48	0	2.644104e-05	0	0	5.983796e-06	6.354418e-06
chr17	 43296499	 43296519	chr17-102	  376.40	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001206256	3	3	3	3	2	2	2	2	3	3	3	2	3	2	4	3	43	0	1.322052e-05	6.775068e-05	0	1.196759e-05	6.354418e-06
chr17	 43300112	 43300132	chr17-110	  374.20	-	ENSG00000236383	CCDC200	intron|snRNA	snRNA	ncRNA	2	0.001415972	3	3	3	3	2	2	2	1	3	5	3	3	2	2	4	4	45	0.0001579779	3.30513e-05	0	0	8.975694e-06	5.295348e-06
chr17	 45149129	 45149149	chr17-149	   67.90	+	ENSG00000186834	HEXIM1	5'UTR|downstream 10K	5'UTR	5'UTR	2	0.0005172837	3	3	3	3	2	2	2	2	2	3	1	3	1	2	3	4	39	0	6.610259e-06	0	0	5.983796e-06	2.118139e-06
chr17	 47118713	 47118733	chr17-33	  168.80	-	ENSG00000004897	CDC27	3'UTR	3'UTR	3'UTR	1	0.0007319594	3	3	3	3	2	2	1	1	2	3	0	1	0	1	3	3	31	0	0	0	0.0002145002	1.196759e-05	2.118139e-06
